	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median	category	route	unit_intervention	substance_name_intervention	value_intervention	time_unit_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	study	subject_pk	subject_name	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('smoking', 'choice')	('smoking', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'unit')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'mean')	('fasted', 'min')	('fasted', 'unit')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'min')	('alcohol abstinence', 'unit')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'cv')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('HbA1c', 'count')	('HbA1c', 'cv')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('phenotype', 'choice')	('phenotype', 'count')	('obesity index', 'count')	('obesity index', 'cv')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'sd')	('obesity index', 'se')	('obesity index', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'max')	('disease duration', 'mean')	('disease duration', 'min')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('consumption', 'choice')	('consumption', 'count')	('consumption', 'cv')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'min')	('consumption', 'se')	('consumption', 'unit')	('CYP2D6 genotype', 'choice')	('CYP2D6 genotype', 'count')	('LDL-C', 'count')	('LDL-C', 'cv')	('LDL-C', 'mean')	('LDL-C', 'se')	('LDL-C', 'unit')	('LDL-H', 'count')	('LDL-H', 'cv')	('LDL-H', 'mean')	('LDL-H', 'se')	('LDL-H', 'unit')	('triglyceride', 'count')	('triglyceride', 'cv')	('triglyceride', 'mean')	('triglyceride', 'se')	('triglyceride', 'unit')	('cholesterol', 'count')	('cholesterol', 'cv')	('cholesterol', 'mean')	('cholesterol', 'se')	('cholesterol', 'unit')	('body surface area', 'count')	('body surface area', 'cv')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('obese', 'choice')	('obese', 'count')	('medication type', 'choice')	('medication type', 'count')	('genetics', 'choice')	('genetics', 'count')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('caffeine', 'choice')	('caffeine', 'count')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('fat weight', 'count')	('fat weight', 'cv')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')
965	saliva	paraxanthine	tmax	h	546			209.0	8.0			h	24.0								dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	209	24h abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	caffeine	30		2.40e+01	h	N	30																																																																																																																																																																																								
966	saliva	paraxanthine	cmax	µg/ml	546			209.0	0.4	0.0183	0.25	h	24.0	0.1							dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	209	24h abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	caffeine	30		2.40e+01	h	N	30																																																																																																																																																																																								
967	saliva	paraxanthine/caffeine	ratio	-	546			209.0	['2.19e-01', '1.23e-01', '1.94e-01', '2.39e-01', '2.81e-01', '4.66e-01', '6.90e-01', '8.82e-01', '9.34e-01', '1.71e+00']	['2.02e-01', '3.29e-02', '4.07e-02', '5.15e-02', '5.82e-02', '9.86e-02', '1.86e-01', '3.23e-01', '3.62e-01', '2.71e+00']	['5.05e+00', '1.46e+00', '1.15e+00', '1.18e+00', '1.14e+00', '1.16e+00', '1.47e+00', '2.01e+00', '2.12e+00', '8.69e+00']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	['1.11e+00', '1.80e-01', '2.23e-01', '2.82e-01', '3.19e-01', '5.40e-01', '1.02e+00', '1.77e+00', '1.98e+00', '1.48e+01']	/media/data/Perera2011_Fig1.png	24.188					dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	209	24h abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	caffeine	30		2.40e+01	h	N	30																																																																																																																																																																																								
968	saliva	paraxanthine	concentration	µg/ml	546			209.0	['6.30e-02', '1.83e-01', '2.30e-01', '2.61e-01', '2.96e-01', '3.81e-01', '4.20e-01', '4.20e-01', '3.64e-01', '1.70e-01']	['4.00e-02', '4.47e-02', '3.76e-02', '4.00e-02', '4.24e-02', '4.00e-02', '3.52e-02', '4.47e-02', '4.47e-02', '5.17e-02']	['3.48e+00', '1.34e+00', '8.96e-01', '8.39e-01', '7.84e-01', '5.75e-01', '4.60e-01', '5.83e-01', '6.73e-01', '1.66e+00']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	['2.19e-01', '2.45e-01', '2.06e-01', '2.19e-01', '2.32e-01', '2.19e-01', '1.93e-01', '2.45e-01', '2.45e-01', '2.83e-01']	/media/data/Perera2011_Fig1.png	7.266750000000001	0.052836368017222385				dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	209	24h abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	caffeine	30		2.40e+01	h	N	30																																																																																																																																																																																								
969	saliva	caffeine	concentration	µg/ml	546			209.0	['2.86e-01', '1.49e+00', '1.19e+00', '1.09e+00', '1.05e+00', '8.19e-01', '6.08e-01', '4.77e-01', '3.90e-01', '1.00e-01']	['1.91e-01', '1.60e-01', '1.58e-01', '1.65e-01', '1.58e-01', '1.51e-01', '1.55e-01', '1.67e-01', '1.44e-01', '1.55e-01']	['3.65e+00', '5.90e-01', '7.26e-01', '8.27e-01', '8.19e-01', '1.01e+00', '1.40e+00', '1.92e+00', '2.02e+00', '8.50e+00']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	['1.04e+00', '8.76e-01', '8.63e-01', '9.02e-01', '8.63e-01', '8.25e-01', '8.51e-01', '9.15e-01', '7.86e-01', '8.50e-01']	/media/data/Perera2011_Fig1.png	10.8995	0.11085904427273603				dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	209	24h abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	caffeine	30		2.40e+01	h	N	30																																																																																																																																																																																								
970	plasma	paraxanthine/caffeine	ratio	-	546			209.0	['2.78e+00', '2.01e-01', '2.62e-01', '4.53e-01', '6.83e-01', '8.15e-01', '9.96e-01']			h	['0.00e+00', '1.00e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01']		/media/data/Perera2011_Fig2.png	6.88045	-0.038311254613498914				dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	209	24h abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	caffeine	30		2.40e+01	h	N	30																																																																																																																																																																																								
971	plasma	paraxanthine/caffeine	ratio	-	546			209.0	[None, '1.65e-01', '2.23e-01', '2.50e-01', '2.90e-01', '4.57e-01', '6.91e-01', '8.24e-01', '9.85e-01', '1.83e+00']	[None, '4.75e-02', '4.07e-02', '4.82e-02', '5.35e-02', '8.36e-02', '1.58e-01', '2.34e-01', '3.24e-01', '2.32e+00']	[None, '1.58e+00', '1.00e+00', '1.06e+00', '1.01e+00', '1.00e+00', '1.25e+00', '1.56e+00', '1.80e+00', '6.94e+00']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	[None, '2.60e-01', '2.23e-01', '2.64e-01', '2.93e-01', '4.58e-01', '8.67e-01', '1.28e+00', '1.77e+00', '1.27e+01']	/media/data/Perera2011_Fig1.png						dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	209	24h abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	caffeine	30		2.40e+01	h	N	30																																																																																																																																																																																								
972	plasma	paraxanthine	concentration	µg/ml	546			209.0	['1.16e-01', '2.37e-01', '3.25e-01', '3.58e-01', '4.02e-01', '5.12e-01', '5.64e-01', '5.43e-01', '5.09e-01', '2.21e-01']	['4.38e-02', '6.19e-02', '4.38e-02', '5.40e-02', '5.15e-02', '5.15e-02', '4.38e-02', '4.64e-02', '4.89e-02', '4.64e-02']	['2.07e+00', '1.43e+00', '7.38e-01', '8.27e-01', '7.01e-01', '5.51e-01', '4.26e-01', '4.68e-01', '5.27e-01', '1.15e+00']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	['2.40e-01', '3.39e-01', '2.40e-01', '2.96e-01', '2.82e-01', '2.82e-01', '2.40e-01', '2.54e-01', '2.68e-01', '2.54e-01']	/media/data/Perera2011_Fig1.png	9.8485	0.05442853201806052				dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	209	24h abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	caffeine	30		2.40e+01	h	N	30																																																																																																																																																																																								
973	plasma	caffeine	concentration	µg/ml	546			209.0	['0.00e+00', '1.44e+00', '1.46e+00', '1.43e+00', '1.38e+00', '1.12e+00', '8.16e-01', '6.59e-01', '5.17e-01', '1.21e-01']	['0.00e+00', '1.73e-01', '1.80e-01', '1.72e-01', '1.83e-01', '1.71e-01', '1.76e-01', '1.79e-01', '1.62e-01', '1.51e-01']	[None, '6.59e-01', '6.77e-01', '6.57e-01', '7.24e-01', '8.35e-01', '1.18e+00', '1.49e+00', '1.72e+00', '6.84e+00']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	['0.00e+00', '9.46e-01', '9.88e-01', '9.41e-01', '1.00e+00', '9.36e-01', '9.65e-01', '9.79e-01', '8.89e-01', '8.28e-01']	/media/data/Perera2011_Fig1.png	14.069	0.11036605998322467				dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	209	24h abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	caffeine	30		2.40e+01	h	N	30																																																																																																																																																																																								
974	saliva	paraxanthine/caffeine	ratio	-	546			209.0	['4.93e+00', '1.85e-01', '3.04e-01', '4.24e-01', '6.89e-01', '8.48e-01', '9.68e-01']			h	['0.00e+00', '1.00e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01']		/media/data/Perera2011_Fig2.png	7.99235	-0.007627715011359508				dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	209	24h abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	caffeine	30		2.40e+01	h	N	30																																																																																																																																																																																								
975	saliva	paraxanthine/caffeine	ratio	-	546			208.0	[None, '2.17e-01', '2.70e-01', '3.40e-01', '3.83e-01', '5.79e-01', '7.05e-01', '8.78e-01', '1.08e+00', '1.71e+00']	[None, '3.45e-02', '4.18e-02', '5.70e-02', '6.66e-02', '1.13e-01', '1.61e-01', '2.39e-01', '4.20e-01', '2.51e+00']	[None, '8.71e-01', '8.48e-01', '9.18e-01', '9.53e-01', '1.07e+00', '1.25e+00', '1.49e+00', '2.14e+00', '8.04e+00']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	[None, '1.89e-01', '2.29e-01', '3.12e-01', '3.65e-01', '6.18e-01', '8.82e-01', '1.31e+00', '2.30e+00', '1.37e+01']	/media/data/Perera2011_Fig1.png						dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	208	no abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	smoking	30		2.00e+00	yr	N	30																																																																																																																																																																																								
976	saliva	paraxanthine	concentration	µg/ml	546			208.0	['2.32e-01', '3.71e-01', '4.30e-01', '4.75e-01', '4.94e-01', '5.72e-01', '5.56e-01', '5.61e-01', '5.34e-01', '2.10e-01']	['4.47e-02', '4.47e-02', '4.45e-02', '4.95e-02', '5.19e-02', '4.47e-02', '3.29e-02', '3.52e-02', '3.76e-02', '4.47e-02']	['1.06e+00', '6.60e-01', '5.67e-01', '5.71e-01', '5.75e-01', '4.28e-01', '3.24e-01', '3.44e-01', '3.86e-01', '1.17e+00']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	['2.45e-01', '2.45e-01', '2.44e-01', '2.71e-01', '2.84e-01', '2.45e-01', '1.80e-01', '1.93e-01', '2.06e-01', '2.45e-01']	/media/data/Perera2011_Fig1.png	10.4335	0.05345818523333696				dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	208	no abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	smoking	30		2.00e+00	yr	N	30																																																																																																																																																																																								
977	saliva	caffeine	concentration	µg/ml	546			208.0	['6.00e-03', '1.71e+00', '1.59e+00', '1.40e+00', '1.29e+00', '9.89e-01', '7.89e-01', '6.39e-01', '4.96e-01', '1.23e-01']	['1.62e-01', '1.79e-01', '1.83e-01', '1.84e-01', '1.79e-01', '1.77e-01', '1.74e-01', '1.69e-01', '1.91e-01', '1.79e-01']	['1.48e+02', '5.72e-01', '6.31e-01', '7.20e-01', '7.60e-01', '9.78e-01', '1.21e+00', '1.45e+00', '2.10e+00', '7.97e+00']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	['8.89e-01', '9.79e-01', '1.00e+00', '1.01e+00', '9.79e-01', '9.67e-01', '9.54e-01', '9.28e-01', '1.04e+00', '9.80e-01']	/media/data/Perera2011_Fig1.png	13.62625	0.1107563874525192				dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	208	no abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	smoking	30		2.00e+00	yr	N	30																																																																																																																																																																																								
978	plasma	paraxanthine/caffeine	ratio	-	546			208.0	[None, '3.16e-01', '3.18e-01', '3.52e-01', '3.95e-01', '5.54e-01', '7.18e-01', '8.79e-01', '9.89e-01', '1.89e+00']	[None, '5.06e-02', '4.58e-02', '4.80e-02', '5.26e-02', '9.44e-02', '1.38e-01', '2.10e-01', '2.86e-01', '2.47e+00']	[None, '8.77e-01', '7.89e-01', '7.47e-01', '7.29e-01', '9.33e-01', '1.06e+00', '1.31e+00', '1.58e+00', '7.15e+00']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	[None, '2.77e-01', '2.51e-01', '2.63e-01', '2.88e-01', '5.17e-01', '7.58e-01', '1.15e+00', '1.57e+00', '1.35e+01']	/media/data/Perera2011_Fig1.png						dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	208	no abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	smoking	30		2.00e+00	yr	N	30																																																																																																																																																																																								
979	plasma	paraxanthine	concentration	µg/ml	546			208.0	['4.07e-01', '5.46e-01', '6.16e-01', '6.60e-01', '6.96e-01', '7.86e-01', '7.88e-01', '7.65e-01', '6.92e-01', '3.12e-01']	['5.15e-02', '5.93e-02', '5.93e-02', '5.68e-02', '4.64e-02', '5.93e-02', '4.13e-02', '4.64e-02', '5.93e-02', '4.13e-02']	['6.93e-01', '5.95e-01', '5.28e-01', '4.71e-01', '3.65e-01', '4.13e-01', '2.87e-01', '3.32e-01', '4.70e-01', '7.24e-01']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	['2.82e-01', '3.25e-01', '3.25e-01', '3.11e-01', '2.54e-01', '3.25e-01', '2.26e-01', '2.54e-01', '3.25e-01', '2.26e-01']	/media/data/Perera2011_Fig1.png	14.28075	0.05369812765987485				dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	208	no abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	smoking	30		2.00e+00	yr	N	30																																																																																																																																																																																								
980	plasma	caffeine	concentration	µg/ml	546			208.0	['0.00e+00', '1.73e+00', '1.94e+00', '1.87e+00', '1.76e+00', '1.42e+00', '1.10e+00', '8.70e-01', '7.00e-01', '1.65e-01']	['0.00e+00', '2.04e-01', '2.09e-01', '1.98e-01', '2.04e-01', '2.17e-01', '2.04e-01', '2.01e-01', '1.93e-01', '2.14e-01']	[None, '6.45e-01', '5.90e-01', '5.80e-01', '6.32e-01', '8.37e-01', '1.02e+00', '1.27e+00', '1.51e+00', '7.10e+00']	h	['0.00e+00', '5.00e-01', '1.00e+00', '1.50e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01', '2.40e+01']	['0.00e+00', '1.11e+00', '1.14e+00', '1.09e+00', '1.11e+00', '1.19e+00', '1.11e+00', '1.10e+00', '1.06e+00', '1.17e+00']	/media/data/Perera2011_Fig1.png	18.49725	0.10803517686447983				dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	208	no abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	smoking	30		2.00e+00	yr	N	30																																																																																																																																																																																								
981	plasma	paraxanthine/caffeine	ratio	-	546			208.0	['1.01e+00', '2.99e-01', '3.87e-01', '5.51e-01', '7.15e-01', '8.80e-01', '1.02e+00']			h	['0.00e+00', '1.00e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01']		/media/data/Perera2011_Fig2.png	6.699					dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	208	no abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	smoking	30		2.00e+00	yr	N	30																																																																																																																																																																																								
982	saliva	paraxanthine/caffeine	ratio	-	546			208.0	['7.73e-01', '2.63e-01', '4.21e-01', '6.21e-01', '6.88e-01', '9.00e-01', '1.05e+00']			h	['0.00e+00', '1.00e+00', '2.00e+00', '4.00e+00', '6.00e+00', '8.00e+00', '1.00e+01']		/media/data/Perera2011_Fig2.png	6.7467500000000005					dosing	oral	mg	caffeine	100.0	h	0.0	tablet	single dose					Perera2011	208	no abstinence	homo sapiens	30	Y	30.0	M	30	30.0		50.0			18.0			yr										N	30	smoking	30		2.00e+00	yr	N	30																																																																																																																																																																																								
983	plasma	caffeine	thalf	h	544			204.0	5.5	0.721	0.473			2.6							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	204	males	homo sapiens	31	Y	31.0	M	13	13.0		71.0			18.0			yr	13.0	0.152		80.0			12.2	3.38	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	13																											Y	31.0																																																																																																																																																								
984	plasma	caffeine	vd	l/kg	544			204.0	0.54	0.0499	0.33299999999999996			0.18							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	204	males	homo sapiens	31	Y	31.0	M	13	13.0		71.0			18.0			yr	13.0	0.152		80.0			12.2	3.38	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	13																											Y	31.0																																																																																																																																																								
985	plasma	caffeine	vd	l/kg	544			204.0	0.54	0.0361	0.24100000000000002			0.13							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	204	males	homo sapiens	31	Y	31.0	M	13	13.0		71.0			18.0			yr	13.0	0.152		80.0			12.2	3.38	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	13																											Y	31.0																																																																																																																																																								
986	plasma	caffeine	clearance	l/h/kg	544			204.0	0.078	0.0216	1.0			0.078							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	204	males	homo sapiens	31	Y	31.0	M	13	13.0		71.0			18.0			yr	13.0	0.152		80.0			12.2	3.38	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	13																											Y	31.0																																																																																																																																																								
987	plasma	caffeine	plasma_binding	-	544			204.0	0.314	0.00527	0.0605			0.019							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	204	males	homo sapiens	31	Y	31.0	M	13	13.0		71.0			18.0			yr	13.0	0.152		80.0			12.2	3.38	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	13																											Y	31.0																																																																																																																																																								
988	plasma	caffeine	clearance_unbound	l/h/kg	544			204.0	0.10800000000000001	0.00998	0.33299999999999996			0.036							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	204	males	homo sapiens	31	Y	31.0	M	13	13.0		71.0			18.0			yr	13.0	0.152		80.0			12.2	3.38	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	13																											Y	31.0																																																																																																																																																								
989	plasma	caffeine	concentration	µg/ml	544			204.0	['4.01e+00', '5.42e+00', '7.06e+00', '6.39e+00', '5.78e+00', '4.95e+00', '4.70e+00', '4.17e+00', '3.24e+00', '2.62e+00', '2.01e+00', '1.49e+00', '1.00e-01']	['9.80e-01', '7.90e-01', '7.40e-01', '7.10e-01', '6.50e-01', '4.90e-01', '4.30e-01', '3.30e-01', '1.80e-01', '1.10e-01', '8.00e-02', '5.00e-02', '2.00e-02']	['8.81e-01', '5.26e-01', '3.78e-01', '4.01e-01', '4.05e-01', '3.57e-01', '3.30e-01', '2.85e-01', '2.00e-01', '1.51e-01', '1.44e-01', '1.21e-01', '7.21e-01']	h	['2.60e-01', '4.00e-01', '6.00e-01', '8.60e-01', '1.43e+00', '1.94e+00', '2.46e+00', '2.91e+00', '3.86e+00', '4.89e+00', '6.88e+00', '7.84e+00', '2.26e+01']		/media/data/Patwardhan1980_Fig1.png	38.9644	0.1913138549477264				dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	204	males	homo sapiens	31	Y	31.0	M	13	13.0		71.0			18.0			yr	13.0	0.152		80.0			12.2	3.38	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	13																											Y	31.0																																																																																																																																																								
990	plasma	caffeine	thalf	h	544			205.0	6.2	0.5329999999999999	0.258			1.6							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	205	no oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.102		58.0			5.9	1.97	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	9																											Y	31.0																																																																																																																																																								
991	plasma	caffeine	vd	l/kg	544			205.0	0.69	0.0533	0.23199999999999998			0.16							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	205	no oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.102		58.0			5.9	1.97	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	9																											Y	31.0																																																																																																																																																								
992	plasma	caffeine	vd	l/kg	544			205.0	0.7	0.0467	0.2			0.14							dosing	oral	mg	caffeine	250.0	h	0.0	capsule	single dose					Patwardhan1980	205	no oc	homo sapiens	31	Y	31.0	F	9	9.0		33.0			22.0			yr	9.0	0.102		58.0			5.9	1.97	kg	N	31	('alcohol', 'caffeine')	(31, 31)		('2.00e+00', '2.00e+00')	('week', 'day')	N	31	Y	31.0	N	9																											Y	31.0																																																																																																																																																								
