study	intervention	subjects	dosing	substance	source	entry	tissue	pktype	per_bw	value	sd	se	cv	min	max	unit	comment
Harder1988	control_CIP1	S1	D_CAF	paraxanthine	Tab4	E7	plasma	cmax		1.57	0.33					mg/l	
Harder1988	CIP1	S1	D_CAF, D_CIP1_A , D_CIP1_B , D_CIP1_C , D_CIP1_D	paraxanthine	Tab4	E8	plasma	thalf		3.3	1.7					h	
Harder1988	CIP1	S1	D_CAF, D_CIP1_A , D_CIP1_B , D_CIP1_C , D_CIP1_D	paraxanthine	Tab4	E8	plasma	auc		23	8.9					mg/l*h	dose-normalized to 3.0 mg/kg
Harder1988	CIP1	S1	D_CAF, D_CIP1_A , D_CIP1_B , D_CIP1_C , D_CIP1_D	paraxanthine	Tab4	E8	plasma	tmax		6.5	3.3					h	
Harder1988	CIP1	S1	D_CAF, D_CIP1_A , D_CIP1_B , D_CIP1_C , D_CIP1_D	paraxanthine	Tab4	E8	plasma	cmax		1.48	0.31					mg/l	
Harder1988	control_CIP2	S1	D_CAF	paraxanthine	Tab4	E9	plasma	thalf		3	1					h	
Harder1988	control_CIP2	S1	D_CAF	paraxanthine	Tab4	E9	plasma	auc		18.5	7.8					mg/l*h	dose-normalized to 3.0 mg/kg
Harder1988	control_CIP2	S1	D_CAF	paraxanthine	Tab4	E9	plasma	tmax		5.3	2.9					h	
Harder1988	control_CIP2	S1	D_CAF	paraxanthine	Tab4	E9	plasma	cmax		1.15	0.19					mg/l	
Harder1988	CIP2	S1	D_CAF, D_CIP2_A , D_CIP2_B , D_CIP2_C , D_CIP2_D	paraxanthine	Tab4	E10	plasma	thalf		4.1	1.8					h	
Harder1988	CIP2	S1	D_CAF, D_CIP2_A , D_CIP2_B , D_CIP2_C , D_CIP2_D	paraxanthine	Tab4	E10	plasma	auc		20.2	8.3					mg/l*h	dose-normalized to 3.0 mg/kg
Harder1988	CIP2	S1	D_CAF, D_CIP2_A , D_CIP2_B , D_CIP2_C , D_CIP2_D	paraxanthine	Tab4	E10	plasma	tmax		7.09	2.34					h	
Harder1988	CIP2	S1	D_CAF, D_CIP2_A , D_CIP2_B , D_CIP2_C , D_CIP2_D	paraxanthine	Tab4	E10	plasma	cmax		1.19	0.23					mg/l	
Harder1988	control_CIP3	S1	D_CAF	paraxanthine	Tab4	E11	plasma	thalf		2.6	0.9					h	
Harder1988	control_CIP3	S1	D_CAF	paraxanthine	Tab4	E11	plasma	auc		20.2	8.3					mg/l*h	dose-normalized to 3.0 mg/kg
Harder1988	control_CIP3	S1	D_CAF	paraxanthine	Tab4	E11	plasma	tmax		4.3	1.4					h	
Harder1988	control_CIP3	S1	D_CAF	paraxanthine	Tab4	E11	plasma	cmax		1.38	0.35					mg/l	
Harder1988	CIP3	S1	D_CAF, D_CIP3_A , D_CIP3_B , D_CIP3_C , D_CIP3_D	paraxanthine	Tab4	E12	plasma	thalf		4.4	1.3					h	
Harder1988	CIP3	S1	D_CAF, D_CIP3_A , D_CIP3_B , D_CIP3_C , D_CIP3_D	paraxanthine	Tab4	E12	plasma	auc		26.6	11.3					mg/l*h	dose-normalized to 3.0 mg/kg
Harder1988	CIP3	S1	D_CAF, D_CIP3_A , D_CIP3_B , D_CIP3_C , D_CIP3_D	paraxanthine	Tab4	E12	plasma	tmax		7.7	3.1					h	
Harder1988	CIP3	S1	D_CAF, D_CIP3_A , D_CIP3_B , D_CIP3_C , D_CIP3_D	paraxanthine	Tab4	E12	plasma	cmax		1.33	0.22					mg/l	
Harder1988	control_ENX1	S1	D_CAF	paraxanthine	Tab4	E13	plasma	thalf		2.6	1.2					h	
Harder1988	control_ENX1	S1	D_CAF	paraxanthine	Tab4	E13	plasma	auc		22.7	8.5					mg/l*h	dose-normalized to 3.0 mg/kg
Harder1988	control_ENX1	S1	D_CAF	paraxanthine	Tab4	E13	plasma	tmax		5.5	2.6					h	
Harder1988	control_ENX1	S1	D_CAF	paraxanthine	Tab4	E13	plasma	cmax		1.57	0.27					mg/l	
Harder1988	ENX1	S1	D_CAF, D_ENX1_A , D_ENX1_B , D_ENX1_C , D_ENX1_D	paraxanthine	Tab4	E14	plasma	thalf		4.7	1.8					h	
Harder1988	ENX1	S1	D_CAF, D_ENX1_A , D_ENX1_B , D_ENX1_C , D_ENX1_D	paraxanthine	Tab4	E14	plasma	auc		32.4	9.9					mg/l*h	dose-normalized to 3.0 mg/kg
Harder1988	ENX1	S1	D_CAF, D_ENX1_A , D_ENX1_B , D_ENX1_C , D_ENX1_D	paraxanthine	Tab4	E14	plasma	tmax		9.9	3.6					h	
Harder1988	ENX1	S1	D_CAF, D_ENX1_A , D_ENX1_B , D_ENX1_C , D_ENX1_D	paraxanthine	Tab4	E14	plasma	cmax		1.33	0.22					mg/l	
Harder1988	control_ENX2	S1	D_CAF	paraxanthine	Tab4	E15	plasma	thalf		3.1	1.4					h	
Harder1988	control_ENX2	S1	D_CAF	paraxanthine	Tab4	E15	plasma	auc		21.9	5.8					mg/l*h	dose-normalized to 3.0 mg/kg
Harder1988	control_ENX2	S1	D_CAF	paraxanthine	Tab4	E15	plasma	tmax		5.3	2.6					h	
Harder1988	control_ENX2	S1	D_CAF	paraxanthine	Tab4	E15	plasma	cmax		1.57	0.3					mg/l	
Harder1988	ENX2	S1	D_CAF, D_ENX2_A , D_ENX2_B , D_ENX2_C , D_ENX2_D	paraxanthine	Tab4	E16	plasma	thalf		7.9	3.9					h	
Harder1988	ENX2	S1	D_CAF, D_ENX2_A , D_ENX2_B , D_ENX2_C , D_ENX2_D	paraxanthine	Tab4	E16	plasma	auc		39.2	9.1					mg/l*h	dose-normalized to 3.0 mg/kg
Harder1988	ENX2	S1	D_CAF, D_ENX2_A , D_ENX2_B , D_ENX2_C , D_ENX2_D	paraxanthine	Tab4	E16	plasma	tmax		12.6	4.7					h	
Harder1988	ENX2	S1	D_CAF, D_ENX2_A , D_ENX2_B , D_ENX2_C , D_ENX2_D	paraxanthine	Tab4	E16	plasma	cmax		1.24	0.27					mg/l	
Harder1988	control_ENX3	S1	D_CAF	paraxanthine	Tab4	E17	plasma	thalf		2.7	1.1					h	
Harder1988	control_ENX3	S1	D_CAF	paraxanthine	Tab4	E17	plasma	auc		22.6	9.8					mg/l*h	dose-normalized to 3.0 mg/kg
Harder1988	control_ENX3	S1	D_CAF	paraxanthine	Tab4	E17	plasma	tmax		5.15	1.55					h	
Harder1988	control_ENX3	S1	D_CAF	paraxanthine	Tab4	E17	plasma	cmax		1.23	0.22					mg/l	
Harder1988	ENX3	S1	D_CAF, D_ENX3_A , D_ENX3_B , D_ENX3_C , D_ENX3_D	paraxanthine	Tab4	E18	plasma	thalf		14.3	20.8					h	
Harder1988	ENX3	S1	D_CAF, D_ENX3_A , D_ENX3_B , D_ENX3_C , D_ENX3_D	paraxanthine	Tab4	E18	plasma	auc		100.8	31.5					mg/l*h	dose-normalized to 3.0 mg/kg
Harder1988	ENX3	S1	D_CAF, D_ENX3_A , D_ENX3_B , D_ENX3_C , D_ENX3_D	paraxanthine	Tab4	E18	plasma	tmax		20.73	6.03					h	
Harder1988	ENX3	S1	D_CAF, D_ENX3_A , D_ENX3_B , D_ENX3_C , D_ENX3_D	paraxanthine	Tab4	E18	plasma	cmax		1.35	0.53					mg/l	
Harder1989	control_OFL	S1	D_CAF	caffeine	Tab4	E1	plasma	clearance	yes	164	70					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1989	OFL	S1	D_CAF,D_OFL_A  , D_OFL_B ,  D_OFL_C , D_OFL_D	caffeine	Tab4	E2	plasma	clearance	yes	160	67					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	control_NOR	S1	D_CAF	caffeine	Tab4	E3	plasma	clearance	yes	166	68					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	NOR	S1	D_CAF,D_NOR_A  , D_NOR_B ,  D_NOR_C , D_NOR_D	caffeine	Tab4	E4	plasma	clearance	yes	142	63					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	control_PPA	S1	D_CAF	caffeine	Tab4	E5	plasma	clearance	yes	159	61					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	PPA	S1	D_CAF,D_PPA_A  , D_PPA_B ,  D_PPA_C , D_PPA_D	caffeine	Tab4	E6	plasma	clearance	yes	56	18					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	control_CIP1	S1	D_CAF	caffeine	Tab4	E7	plasma	clearance	yes	168	91					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	CIP1	S1	D_CAF, D_CIP1_A , D_CIP1_B , D_CIP1_C , D_CIP1_D	caffeine	Tab4	E8	plasma	clearance	yes	138	54					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	control_CIP2	S1	D_CAF	caffeine	Tab4	E9	plasma	clearance	yes	143	54					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	CIP2	S1	D_CAF, D_CIP2_A , D_CIP2_B , D_CIP2_C , D_CIP2_D	caffeine	Tab4	E10	plasma	clearance	yes	99	32					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	control_CIP3	S1	D_CAF	caffeine	Tab4	E11	plasma	clearance	yes	170	83					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	CIP3	S1	D_CAF, D_CIP3_A , D_CIP3_B , D_CIP3_C , D_CIP3_D	caffeine	Tab4	E12	plasma	clearance	yes	111	53					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	control_ENX1	S1	D_CAF	caffeine	Tab4	E13	plasma	clearance	yes	174	73					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	ENX1	S1	D_CAF, D_ENX1_A , D_ENX1_B , D_ENX1_C , D_ENX1_D	caffeine	Tab4	E14	plasma	clearance	yes	71	24					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	control_ENX2	S1	D_CAF	caffeine	Tab4	E15	plasma	clearance	yes	157	60					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	ENX2	S1	D_CAF, D_ENX2_A , D_ENX2_B , D_ENX2_C , D_ENX2_D	caffeine	Tab4	E16	plasma	clearance	yes	54	17					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	control_ENX3	S1	D_CAF	caffeine	Tab4	E17	plasma	clearance	yes	149	68					ml/h/kg	caffeine clearance is the dose divided by AUC
Harder1988	ENX3	S1	D_CAF, D_ENX3_A , D_ENX3_B , D_ENX3_C , D_ENX3_D	caffeine	Tab4	E18	plasma	clearance	yes	32	9					ml/h/kg	caffeine clearance is the dose divided by AUC
Healy1989	control	S1	D_CAF	caffeine	Tab1	E1	plasma	cmax		2.1	0.5					µg/ml	
Healy1989	control	S1	D_CAF	caffeine	Tab1	E1	plasma	tmax		1.2	0.4					h	
Healy1989	control	S1	D_CAF	caffeine	Tab1	E1	plasma	kel		0.14	0.03					1/h	
Healy1989	control	S1	D_CAF	caffeine	Tab1	E1	plasma	thalf		5.2	1.2					h	
Healy1989	control	S1	D_CAF	caffeine	Tab1	E1	plasma	vd	yes	0.67	0.19					l/kg	
Healy1989	control	S1	D_CAF	caffeine	Tab1	E1	plasma	auc		16.3	6.6					µg/ml*h	
Healy1989	control	S1	D_CAF	caffeine	Tab1	E1	plasma	clearance_tbc		106	41.6					ml/min/1.73m^2	total body clearance
Healy1989	control	S1	D_CAF, D_CIP_A , D_CIP_B , D_CIP_C 	caffeine	Tab1	E2	plasma	cmax		2.3	0.4					µg/ml	
Healy1989	control	S1	D_CAF, D_CIP_A , D_CIP_B , D_CIP_C 	caffeine	Tab1	E2	plasma	tmax		1.4	0.6					h	
Healy1989	control	S1	D_CAF, D_CIP_A , D_CIP_B , D_CIP_C 	caffeine	Tab1	E2	plasma	kel		0.1	0.04					1/h	
Healy1989	control	S1	D_CAF, D_CIP_A , D_CIP_B , D_CIP_C 	caffeine	Tab1	E2	plasma	thalf		8.2	2.5					h	
Healy1989	control	S1	D_CAF, D_CIP_A , D_CIP_B , D_CIP_C 	caffeine	Tab1	E2	plasma	vd	yes	0.62	0.16					l/kg	
Healy1989	control	S1	D_CAF, D_CIP_A , D_CIP_B , D_CIP_C 	caffeine	Tab1	E2	plasma	auc		25.9	7.8					µg/ml*h	
Healy1989	control	S1	D_CAF, D_CIP_A , D_CIP_B , D_CIP_C 	caffeine	Tab1	E2	plasma	clearance_tbc		58.2	28.8					ml/min/1.73m^2	total body clearance
Healy1989	control	S1	D_CAF	paraxanthine	Tab2	E3	plasma	cmax		0.6	0.2					µg/ml	
Healy1989	control	S1	D_CAF	paraxanthine	Tab2	E3	plasma	tmax		6.2	1.7					h	
Healy1989	control	S1	D_CAF	paraxanthine	Tab2	E3	plasma	auc		4.6	1.3					µg/ml*h	AUC 0-10
Healy1989	control	S1	D_CAF, D_CIP_A , D_CIP_B , D_CIP_C 	paraxanthine	Tab2	E4	plasma	cmax		0.6	0.2					µg/ml	
Healy1989	control	S1	D_CAF, D_CIP_A , D_CIP_B , D_CIP_C 	paraxanthine	Tab2	E4	plasma	tmax		10.4	2.7					h	
Healy1989	control	S1	D_CAF, D_CIP_A , D_CIP_B , D_CIP_C 	paraxanthine	Tab2	E4	plasma	auc		2.5	0.8					µg/ml*h	AUC 0-10
Seng2009	control	S_NCNS	D_CAF3	caffeine	Tab1	E1	plasma	clearance		80.74	43.06					ml/min	
Seng2009	control	S_NCNS	D_CAF3	caffeine	Tab1	E1	plasma	clearance	yes	1.81	0.67					ml/min/kg	
Seng2009	control	S_NCNS	D_CAF3	caffeine	Tab1	E1	plasma	thalf		4.79	2.25					h	
Seng2009	control	S_NCNS	D_CAF3	caffeine	Tab1	E1	plasma	vd		51.25	28.44					l	
Seng2009	control	S_NCNS	D_CAF3	caffeine	Tab1	E1	plasma	vd	yes	0.85	0.48					l/kg	
Seng2009	control	S_NCNS	D_CAF3	caffeine	Tab1	E1	plasma	auc		46.58	13.65					µg/ml*h	
Seng2009	CNS	S_CNS	D_CAF3	caffeine	Tab1	E2	plasma	clearance		82.7	43.25					ml/min	
Seng2009	CNS	S_CNS	D_CAF3	caffeine	Tab1	E2	plasma	clearance	yes	1.21	0.56					ml/min/kg	
Seng2009	CNS	S_CNS	D_CAF3	caffeine	Tab1	E2	plasma	thalf		4.86	1.59					h	
Seng2009	CNS	S_CNS	D_CAF3	caffeine	Tab1	E2	plasma	vd		40.21	30.05					l	
Seng2009	CNS	S_CNS	D_CAF3	caffeine	Tab1	E2	plasma	vd	yes	0.95	0.46					l/kg	
Seng2009	CNS	S_CNS	D_CAF3	caffeine	Tab1	E2	plasma	auc		50.9	34.05					µg/ml*h	
Seng2009	CS	S_CS	D_CAF3	caffeine	Tab1	E3	plasma	clearance		187.55	104.48					ml/min	
Seng2009	CS	S_CS	D_CAF3	caffeine	Tab1	E3	plasma	clearance	yes	2.81	1.76					ml/min/kg	
Seng2009	CS	S_CS	D_CAF3	caffeine	Tab1	E3	plasma	thalf		4.21	1.42					h	
Seng2009	CS	S_CS	D_CAF3	caffeine	Tab1	E3	plasma	vd		49.33	51.19					l	
Seng2009	CS	S_CS	D_CAF3	caffeine	Tab1	E3	plasma	vd	yes	1.05	0.85					l/kg	
Seng2009	CS	S_CS	D_CAF3	caffeine	Tab1	E3	plasma	auc		23.1	16.72					µg/ml*h	
Seng2009	control	S_NCNS	D_CAF5	caffeine	Tab1	E4	plasma	clearance		82.29	56.51					ml/min	
Seng2009	control	S_NCNS	D_CAF5	caffeine	Tab1	E4	plasma	clearance	yes	1.01	0.77					ml/min/kg	
Seng2009	control	S_NCNS	D_CAF5	caffeine	Tab1	E4	plasma	thalf		5.12	3.03					h	
Seng2009	control	S_NCNS	D_CAF5	caffeine	Tab1	E4	plasma	vd		44.18	32.58					l	
Seng2009	control	S_NCNS	D_CAF5	caffeine	Tab1	E4	plasma	vd	yes	0.72	0.56					l/kg	
Seng2009	control	S_NCNS	D_CAF5	caffeine	Tab1	E4	plasma	auc		65.85	44					µg/ml*h	
Seng2009	CNS	S_CNS	D_CAF5	caffeine	Tab1	E5	plasma	clearance		81.85	52.37					ml/min	
Seng2009	CNS	S_CNS	D_CAF5	caffeine	Tab1	E5	plasma	clearance	yes	1.11	0.89					ml/min/kg	
Seng2009	CNS	S_CNS	D_CAF5	caffeine	Tab1	E5	plasma	thalf		5.56	2.16					h	
Seng2009	CNS	S_CNS	D_CAF5	caffeine	Tab1	E5	plasma	vd		47.42	48.21					l	
Seng2009	CNS	S_CNS	D_CAF5	caffeine	Tab1	E5	plasma	vd	yes	0.66	0.7					l/kg	
Seng2009	CNS	S_CNS	D_CAF5	caffeine	Tab1	E5	plasma	auc		72.59	44.08					µg/ml*h	
Seng2009	CS	S_CS	D_CAF5	caffeine	Tab1	E6	plasma	clearance		132.97	51.01					ml/min	
Seng2009	CS	S_CS	D_CAF5	caffeine	Tab1	E6	plasma	clearance	yes	2.01	0.9					ml/min/kg	
Seng2009	CS	S_CS	D_CAF5	caffeine	Tab1	E6	plasma	thalf		5.12	1.08					h	
Seng2009	CS	S_CS	D_CAF5	caffeine	Tab1	E6	plasma	vd		48.84	25.16					l	
Seng2009	CS	S_CS	D_CAF5	caffeine	Tab1	E6	plasma	vd	yes	0.75	0.43					l/kg	
Seng2009	CS	S_CS	D_CAF5	caffeine	Tab1	E6	plasma	auc		46.06	18.92					µg/ml*h	
Kaplan1997	control	S1	D_CAF250	caffeine	Tab2	E1	plasma	cmax		7		0.5				µg/ml	
Kaplan1997	control	S1	D_CAF250	caffeine	Tab2	E1	plasma	tmax		0.65		0.09				h	
Kaplan1997	control	S1	D_CAF250	caffeine	Tab2	E1	plasma	thalf		3.94		0.5				h	
Kaplan1997	control	S1	D_CAF250	caffeine	Tab2	E1	plasma	vd		38.8		3.6				l	
Kaplan1997	control	S1	D_CAF250	caffeine	Tab2	E1	plasma	vd	yes	0.58		0.03				l/kg	
Kaplan1997	control	S1	D_CAF250	caffeine	Tab2	E1	plasma	clearance		142		29				ml/min	
Kaplan1997	control	S1	D_CAF250	caffeine	Tab2	E1	plasma	clearance	yes	2.07		0.4				ml/min/kg	
Kaplan1997	control	S1	D_CAF250	paraxanthine	Tab2	E2	plasma	auc		9.43		0.42				µg/ml*h	AUC 0-8h
Kaplan1997	control	S1	D_CAF250	theobromine	Tab2	E3	plasma	auc		2.78		0.55				µg/ml*h	AUC 0-8h
Kaplan1997	control	S1	D_CAF250	theophylline	Tab2	E4	plasma	auc		1		0.1				µg/ml*h	AUC 0-8h
Kaplan1997	control	S1	D_CAF500	caffeine	Tab2	E5	plasma	cmax		17.3		1.4				µg/ml	
Kaplan1997	control	S1	D_CAF500	caffeine	Tab2	E5	plasma	tmax		0.5		0.06				h	
Kaplan1997	control	S1	D_CAF500	caffeine	Tab2	E5	plasma	thalf		4.74		0.6				h	
Kaplan1997	control	S1	D_CAF500	caffeine	Tab2	E5	plasma	vd		35.8		2.7				l	
Kaplan1997	control	S1	D_CAF500	caffeine	Tab2	E5	plasma	vd	yes	0.53		0.03				l/kg	
Kaplan1997	control	S1	D_CAF500	caffeine	Tab2	E5	plasma	clearance		113		24				ml/min	
Kaplan1997	control	S1	D_CAF500	caffeine	Tab2	E5	plasma	clearance	yes	1.64		0.3				ml/min/kg	
Kaplan1997	control	S1	D_CAF500	paraxanthine	Tab2	E6	plasma	auc		17.3		0.93				µg/ml*h	AUC 0-8h
Kaplan1997	control	S1	D_CAF500	theobromine	Tab2	E7	plasma	auc		4.29		0.9				µg/ml*h	AUC 0-8h
Kaplan1997	control	S1	D_CAF500	theophylline	Tab2	E8	plasma	auc		1.67		0.18				µg/ml*h	AUC 0-8h
