	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	time	time_unit	cv	sd	min	max	median	name	route	value_intervention	unit_intervention	substance_name_intervention	time_unit_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	('study', '')	('subject_pk', '')	('subject_name', '')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('sex', 'choice')	('sex', 'count')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('smoking', 'choice')	('smoking', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'min')	('abstinence', 'unit')	('abstinence', 'value')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('overnight fast', 'unit')	('overnight fast', 'value')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'min')	('fasted', 'unit')	('fasted', 'value')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'unit')	('alcohol abstinence', 'value')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('smoking amount (cigarettes)', 'value')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('HbA1c', 'count')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('HbA1c', 'value')	('phenotype', 'choice')	('phenotype', 'count')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'mean')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('genetics', 'choice')	('genetics', 'count')	('caffeine', 'choice')	('caffeine', 'count')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'se')	('obesity index', 'unit')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'se')	('body surface area', 'unit')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('medication type', 'choice')	('medication type', 'count')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')
682	plasma_binding	-	plasma	807	caffeine			630.0	0.29	0.01			0.07	0.02				Dcaf	oral	4.280821917808219	mg/kg	caffeine	h	0.0	capsule	single dose					Patwardhan1980	630	oc	homo sapiens	31	Y	31.0	9.0		33.0			22.0			yr		F	9	9.0	0.16		58.4			9.6	3.2	kg		N	31	('alcohol', 'caffeine')	(31, 31)		('week', 'day')	('2.00', '2.00')	N	31.0	Y	31.0			Y	9																			Y	31.0																																																																																																																					
683	clearance_unbound	ml/min/kg	plasma	807	caffeine			630.0	1.12	0.09			0.25	0.28				Dcaf	oral	4.280821917808219	mg/kg	caffeine	h	0.0	capsule	single dose					Patwardhan1980	630	oc	homo sapiens	31	Y	31.0	9.0		33.0			22.0			yr		F	9	9.0	0.16		58.4			9.6	3.2	kg		N	31	('alcohol', 'caffeine')	(31, 31)		('week', 'day')	('2.00', '2.00')	N	31.0	Y	31.0			Y	9																			Y	31.0																																																																																																																					
684	clearance	ml/min/kg	plasma	601	caffeine			467.0	2.52	0.28			0.38	0.97				caf	oral	3.0	mg/kg	caffeine	h	0.0	solution	single dose					Balogh1992	467	all	homo sapiens	12	Y	12.0	12.0		39.0			24.0			yr		M	12	12.0	0.12	100.0	75.0		65.0	8.83	2.55	kg		N	12	methylxanthine	12				N	12.0					N	12		12																																																																																																																																							
685	thalf	h	plasma	601	caffeine			467.0	3.3	0.33			0.35	1.14				caf	oral	3.0	mg/kg	caffeine	h	0.0	solution	single dose					Balogh1992	467	all	homo sapiens	12	Y	12.0	12.0		39.0			24.0			yr		M	12	12.0	0.12	100.0	75.0		65.0	8.83	2.55	kg		N	12	methylxanthine	12				N	12.0					N	12		12																																																																																																																																							
686	thalf	h	plasma	601	caffeine			467.0	3.3	0.33			0.35	1.14				caf	oral	3.0	mg/kg	caffeine	h	0.0	solution	single dose					Balogh1992	467	all	homo sapiens	12	Y	12.0	12.0		39.0			24.0			yr		M	12	12.0	0.12	100.0	75.0		65.0	8.83	2.55	kg		N	12	methylxanthine	12				N	12.0					N	12		12																																																																																																																																							
687	clearance	ml/min/kg	plasma	802	caffeine			620.0	1.05	0.1								D1	oral	2.7457627118644066	mg/kg	caffeine	h	0.0							Abernethy1985	620	OCS	homo sapiens	18	Y	18.0	18.0		30.0	26.0		23.0		1.0	yr		F	18	9.0			59.0				2.0	kg		N	18	caffeine	18		h	48.00							Y	9	('african', 'caucasian')	(1, 8)																																																																																																																																							
688	vd	l/kg	plasma	802	caffeine			620.0	0.69	0.03								D1	oral	2.7457627118644066	mg/kg	caffeine	h	0.0							Abernethy1985	620	OCS	homo sapiens	18	Y	18.0	18.0		30.0	26.0		23.0		1.0	yr		F	18	9.0			59.0				2.0	kg		N	18	caffeine	18		h	48.00							Y	9	('african', 'caucasian')	(1, 8)																																																																																																																																							
689	thalf	h	plasma	802	caffeine			620.0	7.88	0.49								D1	oral	2.7457627118644066	mg/kg	caffeine	h	0.0							Abernethy1985	620	OCS	homo sapiens	18	Y	18.0	18.0		30.0	26.0		23.0		1.0	yr		F	18	9.0			59.0				2.0	kg		N	18	caffeine	18		h	48.00							Y	9	('african', 'caucasian')	(1, 8)																																																																																																																																							
690	tmax	h	plasma	802	caffeine			620.0	1.52	0.26								D1	oral	2.7457627118644066	mg/kg	caffeine	h	0.0							Abernethy1985	620	OCS	homo sapiens	18	Y	18.0	18.0		30.0	26.0		23.0		1.0	yr		F	18	9.0			59.0				2.0	kg		N	18	caffeine	18		h	48.00							Y	9	('african', 'caucasian')	(1, 8)																																																																																																																																							
691	cmax	µg/ml	plasma	802	caffeine			620.0	3.99	0.27								D1	oral	2.7457627118644066	mg/kg	caffeine	h	0.0							Abernethy1985	620	OCS	homo sapiens	18	Y	18.0	18.0		30.0	26.0		23.0		1.0	yr		F	18	9.0			59.0				2.0	kg		N	18	caffeine	18		h	48.00							Y	9	('african', 'caucasian')	(1, 8)																																																																																																																																							
692	clearance	ml/min/kg	plasma	802	caffeine			621.0	1.75	0.2								D1	oral	2.793103448275862	mg/kg	caffeine	h	0.0							Abernethy1985	621	control	homo sapiens	18	Y	18.0	18.0		30.0	26.0		23.0		1.0	yr		F	18	9.0			58.0				3.0	kg		N	18	caffeine	18		h	48.00	N	9.0					N	9	('african', 'caucasian')	(1, 8)																																																																																																																																							
693	vd	l/kg	plasma	802	caffeine			621.0	0.75	0.07								D1	oral	2.793103448275862	mg/kg	caffeine	h	0.0							Abernethy1985	621	control	homo sapiens	18	Y	18.0	18.0		30.0	26.0		23.0		1.0	yr		F	18	9.0			58.0				3.0	kg		N	18	caffeine	18		h	48.00	N	9.0					N	9	('african', 'caucasian')	(1, 8)																																																																																																																																							
694	thalf	h	plasma	802	caffeine			621.0	5.37	0.62								D1	oral	2.793103448275862	mg/kg	caffeine	h	0.0							Abernethy1985	621	control	homo sapiens	18	Y	18.0	18.0		30.0	26.0		23.0		1.0	yr		F	18	9.0			58.0				3.0	kg		N	18	caffeine	18		h	48.00	N	9.0					N	9	('african', 'caucasian')	(1, 8)																																																																																																																																							
695	tmax	h	plasma	802	caffeine			621.0	0.79	0.11								D1	oral	2.793103448275862	mg/kg	caffeine	h	0.0							Abernethy1985	621	control	homo sapiens	18	Y	18.0	18.0		30.0	26.0		23.0		1.0	yr		F	18	9.0			58.0				3.0	kg		N	18	caffeine	18		h	48.00	N	9.0					N	9	('african', 'caucasian')	(1, 8)																																																																																																																																							
696	cmax	µg/ml	plasma	802	caffeine			621.0	4.09	0.24								D1	oral	2.793103448275862	mg/kg	caffeine	h	0.0							Abernethy1985	621	control	homo sapiens	18	Y	18.0	18.0		30.0	26.0		23.0		1.0	yr		F	18	9.0			58.0				3.0	kg		N	18	caffeine	18		h	48.00	N	9.0					N	9	('african', 'caucasian')	(1, 8)																																																																																																																																							
697	cmax	µg/ml	plasma	726	caffeine			521.0	4.35	0.16			0.14	0.63				Dcaf	oral	2.6075619295958274	mg/kg	caffeine	h	0.0	tablet	single dose					Healy1991	521	all	homo sapiens	16	Y	16.0	16.0	0.11		27.1			3.1	0.78	yr		M	16	16.0	0.09		76.7			6.8	1.7	kg		N	16	methylxanthine	16				N	16.0	Y	16.0			N			16																																																																																																																									N	16.0													
698	tmax	h	plasma	726	caffeine			521.0	0.78	0.04			0.23	0.18				Dcaf	oral	2.6075619295958274	mg/kg	caffeine	h	0.0	tablet	single dose					Healy1991	521	all	homo sapiens	16	Y	16.0	16.0	0.11		27.1			3.1	0.78	yr		M	16	16.0	0.09		76.7			6.8	1.7	kg		N	16	methylxanthine	16				N	16.0	Y	16.0			N			16																																																																																																																									N	16.0													
699	thalf	h	plasma	726	caffeine			521.0	4.8	0.28			0.23	1.1				Dcaf	oral	2.6075619295958274	mg/kg	caffeine	h	0.0	tablet	single dose					Healy1991	521	all	homo sapiens	16	Y	16.0	16.0	0.11		27.1			3.1	0.78	yr		M	16	16.0	0.09		76.7			6.8	1.7	kg		N	16	methylxanthine	16				N	16.0	Y	16.0			N			16																																																																																																																									N	16.0													
700	clearance	ml/min/1.73m^2	plasma	726	caffeine			521.0	104.0	5.45			0.21	21.8				Dcaf	oral	2.6075619295958274	mg/kg	caffeine	h	0.0	tablet	single dose					Healy1991	521	all	homo sapiens	16	Y	16.0	16.0	0.11		27.1			3.1	0.78	yr		M	16	16.0	0.09		76.7			6.8	1.7	kg		N	16	methylxanthine	16				N	16.0	Y	16.0			N			16																																																																																																																									N	16.0													
701	auc_end	mg*h/l	plasma	726	caffeine			521.0	30.3	1.72	24.0	h	0.23	6.9				Dcaf	oral	2.6075619295958274	mg/kg	caffeine	h	0.0	tablet	single dose					Healy1991	521	all	homo sapiens	16	Y	16.0	16.0	0.11		27.1			3.1	0.78	yr		M	16	16.0	0.09		76.7			6.8	1.7	kg		N	16	methylxanthine	16				N	16.0	Y	16.0			N			16																																																																																																																									N	16.0													
702	cmax	µg/ml	plasma	726	paraxanthine			521.0	1.32	0.06			0.17	0.23				Dcaf	oral	2.6075619295958274	mg/kg	caffeine	h	0.0	tablet	single dose					Healy1991	521	all	homo sapiens	16	Y	16.0	16.0	0.11		27.1			3.1	0.78	yr		M	16	16.0	0.09		76.7			6.8	1.7	kg		N	16	methylxanthine	16				N	16.0	Y	16.0			N			16																																																																																																																									N	16.0													
703	tmax	h	plasma	726	paraxanthine			521.0	5.88	0.38			0.26	1.54				Dcaf	oral	2.6075619295958274	mg/kg	caffeine	h	0.0	tablet	single dose					Healy1991	521	all	homo sapiens	16	Y	16.0	16.0	0.11		27.1			3.1	0.78	yr		M	16	16.0	0.09		76.7			6.8	1.7	kg		N	16	methylxanthine	16				N	16.0	Y	16.0			N			16																																																																																																																									N	16.0													
704	thalf	h	plasma	726	paraxanthine			521.0	9.2	0.72			0.32	2.9				Dcaf	oral	2.6075619295958274	mg/kg	caffeine	h	0.0	tablet	single dose					Healy1991	521	all	homo sapiens	16	Y	16.0	16.0	0.11		27.1			3.1	0.78	yr		M	16	16.0	0.09		76.7			6.8	1.7	kg		N	16	methylxanthine	16				N	16.0	Y	16.0			N			16																																																																																																																									N	16.0													
705	auc_end	mg*h/l	plasma	726	paraxanthine			521.0	21.3	1.22	24.0	h	0.23	4.9				Dcaf	oral	2.6075619295958274	mg/kg	caffeine	h	0.0	tablet	single dose					Healy1991	521	all	homo sapiens	16	Y	16.0	16.0	0.11		27.1			3.1	0.78	yr		M	16	16.0	0.09		76.7			6.8	1.7	kg		N	16	methylxanthine	16				N	16.0	Y	16.0			N			16																																																																																																																									N	16.0													
706	cmax	µg/ml	plasma	813	caffeine			636.0	2.1	0.16			0.24	0.5				D_CAF	oral	1.3106159895150722	mg/kg	caffeine	h	0.0							Healy1989	636	all	homo sapiens	10	Y	10.0	10.0	0.06		26.7			1.6	0.51	yr		M	10	10.0	0.11		76.3			8.6	2.72	kg		N	10												N	10		10																																																																																																																																							
707	tmax	h	plasma	813	caffeine			636.0	1.2	0.13			0.33	0.4				D_CAF	oral	1.3106159895150722	mg/kg	caffeine	h	0.0							Healy1989	636	all	homo sapiens	10	Y	10.0	10.0	0.06		26.7			1.6	0.51	yr		M	10	10.0	0.11		76.3			8.6	2.72	kg		N	10												N	10		10																																																																																																																																							
708	kel	1/h	plasma	813	caffeine			636.0	0.14	0.01			0.21	0.03				D_CAF	oral	1.3106159895150722	mg/kg	caffeine	h	0.0							Healy1989	636	all	homo sapiens	10	Y	10.0	10.0	0.06		26.7			1.6	0.51	yr		M	10	10.0	0.11		76.3			8.6	2.72	kg		N	10												N	10		10																																																																																																																																							
709	thalf	h	plasma	813	caffeine			636.0	5.2	0.38			0.23	1.2				D_CAF	oral	1.3106159895150722	mg/kg	caffeine	h	0.0							Healy1989	636	all	homo sapiens	10	Y	10.0	10.0	0.06		26.7			1.6	0.51	yr		M	10	10.0	0.11		76.3			8.6	2.72	kg		N	10												N	10		10																																																																																																																																							
710	vd	l/kg	plasma	813	caffeine			636.0	0.67	0.06			0.28	0.19				D_CAF	oral	1.3106159895150722	mg/kg	caffeine	h	0.0							Healy1989	636	all	homo sapiens	10	Y	10.0	10.0	0.06		26.7			1.6	0.51	yr		M	10	10.0	0.11		76.3			8.6	2.72	kg		N	10												N	10		10																																																																																																																																							
711	auc_inf	mg*h/l	plasma	813	caffeine			636.0	16.3	2.09			0.4	6.6				D_CAF	oral	1.3106159895150722	mg/kg	caffeine	h	0.0							Healy1989	636	all	homo sapiens	10	Y	10.0	10.0	0.06		26.7			1.6	0.51	yr		M	10	10.0	0.11		76.3			8.6	2.72	kg		N	10												N	10		10																																																																																																																																							
712	clearance	ml/min/1.73m^2	plasma	813	caffeine			636.0	106.0	13.16			0.39	41.6				D_CAF	oral	1.3106159895150722	mg/kg	caffeine	h	0.0							Healy1989	636	all	homo sapiens	10	Y	10.0	10.0	0.06		26.7			1.6	0.51	yr		M	10	10.0	0.11		76.3			8.6	2.72	kg		N	10												N	10		10																																																																																																																																							
713	cmax	µg/ml	plasma	813	paraxanthine			636.0	0.6	0.06			0.33	0.2				D_CAF	oral	1.3106159895150722	mg/kg	caffeine	h	0.0							Healy1989	636	all	homo sapiens	10	Y	10.0	10.0	0.06		26.7			1.6	0.51	yr		M	10	10.0	0.11		76.3			8.6	2.72	kg		N	10												N	10		10																																																																																																																																							
714	tmax	h	plasma	813	paraxanthine			636.0	6.2	0.54			0.27	1.7				D_CAF	oral	1.3106159895150722	mg/kg	caffeine	h	0.0							Healy1989	636	all	homo sapiens	10	Y	10.0	10.0	0.06		26.7			1.6	0.51	yr		M	10	10.0	0.11		76.3			8.6	2.72	kg		N	10												N	10		10																																																																																																																																							
715	auc_end	mg*h/l	plasma	813	paraxanthine			636.0	4.6	0.41	10.0	h	0.28	1.3				D_CAF	oral	1.3106159895150722	mg/kg	caffeine	h	0.0							Healy1989	636	all	homo sapiens	10	Y	10.0	10.0	0.06		26.7			1.6	0.51	yr		M	10	10.0	0.11		76.3			8.6	2.72	kg		N	10												N	10		10																																																																																																																																							
716	cmax	µg/ml	plasma	597	caffeine			458.0	2.8									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
717	tmax	h	plasma	597	caffeine			458.0	1.0									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
718	auc_inf	µg*h/ml	plasma	597	caffeine			458.0	24.0									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
719	thalf	h	plasma	597	caffeine			458.0	3.0									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
720	clearance	ml/min/kg	plasma	597	caffeine			458.0	0.8									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
721	cmax	µg/ml	plasma	597	paraxanthine			458.0	0.5									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
722	tmax	h	plasma	597	paraxanthine			458.0	3.7									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
723	auc_inf	µg*h/ml	plasma	597	paraxanthine			458.0	9.0									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
724	thalf	h	plasma	597	paraxanthine			458.0	9.0									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
725	cmax	µg/ml	plasma	597	theophylline			458.0	0.1									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
726	tmax	h	plasma	597	theophylline			458.0	7.6									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
727	auc_inf	µg*h/ml	plasma	597	theophylline			458.0	5.6									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
728	thalf	h	plasma	597	theophylline			458.0	7.4									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
729	cmax	µg/ml	plasma	597	theobromine			458.0	0.04									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
730	tmax	h	plasma	597	theobromine			458.0	6.0									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
731	auc_inf	µg*h/ml	plasma	597	theobromine			458.0	2.2									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
732	thalf	h	plasma	597	theobromine			458.0	8.4									Dcaf	oral	5.016722408026756	mg/kg	caffeine	h	0.0							Akinyinka2000	458	control	homo sapiens	28	Y	10.0	10.0	0.24	40.0	32.1		18.0	7.6	2.4	yr				10.0	0.21	82.0	59.8		38.0	12.3	3.89	kg		N	28	kola nuts	10				N	10.0							african	28																	Y	10.0																																																																																																																					
733	cmax	µg/ml	plasma	597	caffeine			459.0	1.8									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
734	tmax	h	plasma	597	caffeine			459.0	1.2									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
735	auc_inf	µg*h/ml	plasma	597	caffeine			459.0	39.7									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
736	thalf	h	plasma	597	caffeine			459.0	5.2									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
737	clearance	ml/min/kg	plasma	597	caffeine			459.0	2.0									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
738	cmax	µg/ml	plasma	597	paraxanthine			459.0	0.4									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
739	tmax	h	plasma	597	paraxanthine			459.0	7.1									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
740	auc_inf	µg*h/ml	plasma	597	paraxanthine			459.0	11.4									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
741	thalf	h	plasma	597	paraxanthine			459.0	5.3									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
742	cmax	µg/ml	plasma	597	theophylline			459.0	0.09									Dcaf	oral	6.622516556291391	mg/kg	caffeine	h	0.0							Akinyinka2000	459	malaria	homo sapiens	28	N	10.0	10.0	0.16	20.0	15.7		12.0	2.5	0.79	yr				10.0	0.33	58.0	45.3		25.0	14.9	4.71	kg		N	28														african	28										plasmodium falciparum	10.0																																																																																																																												
