study	pk	interventions	tissue	time_unit	time	substance_name	pktype	unit	figure	auc_end	group_pk	mean	kel	se	individual_pk	value	sd	cv	median	max	min
Mitrakou1992	2263	800	plasma	min	[-60.0, -30.0, 0.0, 30.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	glucose	concentration	mmol/l	/media/data/Mitrakou1992_Fig1.png	2826.15	615.0	[6.08, 6.12, 6.11, 8.88, 10.65, 11.63, 10.71, 9.66, 8.29, 6.6, 5.46, 4.74, 4.63]	0.005187353873225972	[0.15, 0.17, 0.28, 0.46, 0.82, 0.76, 0.43, 0.61, 0.61, 0.56, 0.52, 0.39, 0.48]							
Fery1993	2115	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	glucose	concentration	mg/dl	/media/data/Fery1993_Fig1.png	36732.075000000004	590.0	[99.4, 138.04, 174.45, 194.41, 191.25, 154.22, 132.56, 115.33, 95.86, 88.52, 82.24, 88.08, 91.71]	0.00324420021688458	[None, None, None, None, None, None, None, None, None, None, None, None, None]							
Fery1993	2116	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	glucose	concentration	mg/dl	/media/data/Fery1993_Fig1.png	55556.774999999994	592.0	[116.97, 147.91, 187.64, 221.87, 244.02, 248.73, 236.97, 212.03, 187.08, 165.44, 136.09, 121.04, 107.09]	0.0045502680426299244	[7.69, 13.18, 15.38, 16.47, 15.38, 15.39, 16.49, 16.48, 20.89, 24.17, 21.99, 18.69, 20.88]							
Fery1993	2117	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	glucose	concentration	mg/dl	/media/data/Fery1993_Fig1.png	85342.2	593.0	[192.79, 227.03, 277.75, 318.57, 333.01, 355.32, 355.65, 329.62, 294.77, 262.14, 230.61, 211.15, 191.7]	0.0036562616176019237	[14.29, 13.17, 14.28, 15.38, 15.39, 16.49, 17.59, 21.98, 19.8, 23.09, 20.89, 16.48, 15.39]							
Fery1993	2118	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	insulin	concentration	µU/ml	/media/data/Fery1993_Fig1.png	16660.05	590.0	[16.29, 67.21, 92.93, 116.04, 112.63, 101.89, 75.94, 56.06, 36.19, 20.69, 17.33, 13.98, 13.24]	0.010263356324375575	[None, None, None, None, None, None, None, None, None, None, None, None, None]							
Fery1993	2119	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	insulin	concentration	µU/ml	/media/data/Fery1993_Fig1.png	18300.15	592.0	[22.81, 44.18, 65.55, 76.05, 81.33, 90.15, 91.59, 76.93, 60.54, 48.5, 36.89, 32.24, 27.15]	0.007020482666337893	[8.26, 7.83, 19.12, 18.26, 9.13, 16.52, 14.78, 12.18, 11.74, 10.0, 7.83, 8.27, 6.95]							
Fery1993	2120	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	insulin	concentration	µU/ml	/media/data/Fery1993_Fig1.png	9666.225	593.0	[16.29, 27.22, 31.63, 34.31, 37.42, 40.16, 41.59, 35.63, 32.28, 30.68, 26.89, 25.29, 21.94]	0.0031317671221249596	[3.48, 3.9, 3.04, 3.04, 3.92, 3.91, 3.04, 3.48, 3.48, 3.92, 3.48, 3.91, 3.48]							
Fery1993	2121	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	c-peptide	concentration	ng/ml	/media/data/Fery1993_Fig1.png	1934.25	590.0	[2.42, 4.64, 7.02, 9.34, 10.96, 11.19, 10.22, 8.14, 5.71, 3.88, 2.88, 2.19, 1.88]	0.009987417173444339	[None, None, None, None, None, None, None, None, None, None, None, None, None]							
Fery1993	2122	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	c-peptide	concentration	ng/ml	/media/data/Fery1993_Fig1.png	1752.0	592.0	[2.77, 3.6, 4.55, 5.38, 6.37, 7.67, 7.97, 7.38, 6.21, 5.72, 4.84, 4.5, 3.75]	0.004303231976496013	[0.57, 0.7, 0.89, 0.95, 0.82, 1.27, 1.3, 0.79, 0.76, 0.7, 0.54, 0.51, 0.47]							
Fery1993	2123	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	c-peptide	concentration	ng/ml	/media/data/Fery1993_Fig1.png	1245.75	593.0	[2.17, 2.81, 3.16, 3.73, 3.99, 4.67, 5.09, 5.0, 4.76, 4.45, 3.76, 3.74, 3.34]	0.00277076841567092	[0.44, 0.44, 0.44, 0.41, 0.48, 0.54, 0.51, 0.54, 0.51, 0.44, 0.51, 0.57, 0.44]							
Oh2012	1781	739	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Oh2012_Fig3.png	1.59675	532.0	[0.0, 0.142, 0.297, 0.27, 0.234, 0.211, 0.193, 0.169, 0.153, 0.14, 0.125, 0.103, 0.081, 0.064]	0.11727363835203133	[None, 0.088, 0.066, 0.055, 0.049, 0.048, 0.044, 0.042, 0.047, 0.044, 0.042, 0.041, 0.038, 0.032]							
Oh2012	1781	740	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Oh2012_Fig3.png	1.59675	532.0	[0.0, 0.142, 0.297, 0.27, 0.234, 0.211, 0.193, 0.169, 0.153, 0.14, 0.125, 0.103, 0.081, 0.064]	0.11727363835203133	[None, 0.088, 0.066, 0.055, 0.049, 0.048, 0.044, 0.042, 0.047, 0.044, 0.042, 0.041, 0.038, 0.032]							
Oh2012	1781	741	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Oh2012_Fig3.png	1.59675	532.0	[0.0, 0.142, 0.297, 0.27, 0.234, 0.211, 0.193, 0.169, 0.153, 0.14, 0.125, 0.103, 0.081, 0.064]	0.11727363835203133	[None, 0.088, 0.066, 0.055, 0.049, 0.048, 0.044, 0.042, 0.047, 0.044, 0.042, 0.041, 0.038, 0.032]							
Oh2012	1781	742	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Oh2012_Fig3.png	1.59675	532.0	[0.0, 0.142, 0.297, 0.27, 0.234, 0.211, 0.193, 0.169, 0.153, 0.14, 0.125, 0.103, 0.081, 0.064]	0.11727363835203133	[None, 0.088, 0.066, 0.055, 0.049, 0.048, 0.044, 0.042, 0.047, 0.044, 0.042, 0.041, 0.038, 0.032]							
Oh2012	1781	743	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Oh2012_Fig3.png	1.59675	532.0	[0.0, 0.142, 0.297, 0.27, 0.234, 0.211, 0.193, 0.169, 0.153, 0.14, 0.125, 0.103, 0.081, 0.064]	0.11727363835203133	[None, 0.088, 0.066, 0.055, 0.049, 0.048, 0.044, 0.042, 0.047, 0.044, 0.042, 0.041, 0.038, 0.032]							
Fery1993	2124	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	glucagon	concentration	pg/ml	/media/data/Fery1993_Fig1.png	45122.4	590.0	[172.62, 177.16, 163.11, 149.08, 139.4, 132.06, 130.22, 128.36, 142.89, 169.45, 163.23, 163.56, 163.86]	-0.0005328264505822575	[None, None, None, None, None, None, None, None, None, None, None, None, None]							
Fery1993	2125	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	glucagon	concentration	pg/ml	/media/data/Fery1993_Fig1.png	43123.95	592.0	[201.02, 205.57, 184.99, 192.8, 159.08, 129.88, 126.95, 134.92, 121.04, 127.93, 130.44, 131.86, 146.4]	0.0010135385854002743	[30.59, 32.78, 33.89, 32.79, 31.69, 22.95, 18.58, 28.44, 22.94, 28.41, 31.7, 21.86, 40.44]							
Fery1993	2126	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	glucagon	concentration	pg/ml	/media/data/Fery1993_Fig1.png	59344.72499999999	593.0	[250.21, 254.77, 240.72, 226.68, 209.34, 191.1, 175.03, 180.82, 172.4, 206.61, 182.89, 195.25, 186.83]	0.0006355877151996341	[31.7, 31.68, 29.51, 27.32, 29.53, 22.95, 27.32, 26.22, 25.13, 21.85, 19.67, 20.76, 19.69]							
Fery1993	2127	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	FFA	concentration	mmol/l	/media/data/Fery1993_Fig1.png	69.82499999999999	590.0	[0.47, 0.4, 0.3, 0.18, 0.08, 0.04, 0.03, 0.06, 0.12, 0.23, 0.37, 0.53, 0.66]		[None, None, None, None, None, None, None, None, None, None, None, None, None]							
Fery1993	2128	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	FFA	concentration	mmol/l	/media/data/Fery1993_Fig1.png	62.025000000000006	592.0	[0.53, 0.46, 0.46, 0.39, 0.3, 0.15, 0.1, 0.06, 0.09, 0.11, 0.16, 0.22, 0.33]	0.0026440492701083995	[0.06, 0.03, 0.03, 0.05, 0.04, 0.06, 0.05, 0.03, 0.07, 0.06, 0.06, 0.06, 0.06]							
Fery1993	2129	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	FFA	concentration	mmol/l	/media/data/Fery1993_Fig1.png	91.49999999999999	593.0	[0.66, 0.53, 0.52, 0.46, 0.38, 0.24, 0.16, 0.15, 0.17, 0.24, 0.29, 0.37, 0.45]	0.0011803414143571327	[0.06, 0.06, 0.06, 0.05, 0.04, 0.05, 0.05, 0.03, 0.04, 0.04, 0.07, 0.07, 0.06]							
Benowitz2003	2310	809	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0]	chlorzoxazone	concentration	µg/ml	/media/data/Benowitz2003_Fig1.png	11.2525	631.0	[0.02, 2.35, 4.74, 3.96, 3.15, 1.65, 0.8, 0.43, 0.22, 0.19, 0.14]	0.5466150129935001	[0.0202072594216369, 0.202072594216369, 0.132790561913614, 0.141450815951458, 0.127017059221718, 0.0779422863405995, 0.0808290376865476, 0.0750555349946514, 0.0606217782649107, 0.0259807621135332, 0.0288675134594813]			[0.07, 0.7, 0.46, 0.49, 0.44, 0.27, 0.28, 0.26, 0.21, 0.09, 0.1]	[3.5, 0.297872340425532, 0.0970464135021097, 0.123737373737374, 0.13968253968254, 0.163636363636364, 0.35, 0.604651162790698, 0.954545454545454, 0.473684210526316, 0.714285714285714]			
Benowitz2003	2312	808	plasma	h	[0.0, 0.5, 1.0, 2.0, 3.0, 6.0, 8.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Benowitz2003_Fig3.png	25.28	631.0	[0.07, 2.17, 3.91, 3.87, 2.81, 2.17, 1.53, 0.87]	0.14177535149071283	[0.0, 0.424352447854375, 0.386824680357049, 0.314655896708346, 0.369504172281361, 0.164544826719043, 0.18475208614068, 0.18475208614068]			[0.0, 1.47, 1.34, 1.09, 1.28, 0.57, 0.64, 0.64]	[0.0, 0.67741935483871, 0.342710997442455, 0.281653746770026, 0.455516014234875, 0.262672811059908, 0.418300653594771, 0.735632183908046]			
Benowitz2003	2312	811	plasma	h	[0.0, 0.5, 1.0, 2.0, 3.0, 6.0, 8.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Benowitz2003_Fig3.png	25.28	631.0	[0.07, 2.17, 3.91, 3.87, 2.81, 2.17, 1.53, 0.87]	0.14177535149071283	[0.0, 0.424352447854375, 0.386824680357049, 0.314655896708346, 0.369504172281361, 0.164544826719043, 0.18475208614068, 0.18475208614068]			[0.0, 1.47, 1.34, 1.09, 1.28, 0.57, 0.64, 0.64]	[0.0, 0.67741935483871, 0.342710997442455, 0.281653746770026, 0.455516014234875, 0.262672811059908, 0.418300653594771, 0.735632183908046]			
Benowitz2003	2314	808	plasma	h	[0.0, 0.5, 1.0, 2.0, 3.0, 6.0, 8.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Benowitz2003_Fig3.png	19.544999999999998	631.0	[0.11, 1.64, 3.11, 3.61, 2.35, 1.61, 1.01, 0.5]	0.1757086369106109	[0.0, 0.571576766497729, 0.349296912859724, 0.239600361713695, 0.239600361713695, 0.202072594216369, 0.167431578064991, 0.147224318643355]			[0.0, 1.98, 1.21, 0.83, 0.83, 0.7, 0.58, 0.51]	[0.0, 1.20731707317073, 0.389067524115756, 0.229916897506925, 0.353191489361702, 0.434782608695652, 0.574257425742574, 1.02]			
Benowitz2003	2314	810	plasma	h	[0.0, 0.5, 1.0, 2.0, 3.0, 6.0, 8.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Benowitz2003_Fig3.png	19.544999999999998	631.0	[0.11, 1.64, 3.11, 3.61, 2.35, 1.61, 1.01, 0.5]	0.1757086369106109	[0.0, 0.571576766497729, 0.349296912859724, 0.239600361713695, 0.239600361713695, 0.202072594216369, 0.167431578064991, 0.147224318643355]			[0.0, 1.98, 1.21, 0.83, 0.83, 0.7, 0.58, 0.51]	[0.0, 1.20731707317073, 0.389067524115756, 0.229916897506925, 0.353191489361702, 0.434782608695652, 0.574257425742574, 1.02]			
Benowitz2003	2316	808	plasma	h	[0.0, 0.5, 1.0, 2.0, 3.0, 6.0, 8.0, 12.0]	caffeine	concentration	µg/ml	/media/data/Benowitz2003_Fig3.png	24.369999999999997	631.0	[0.07, 1.47, 3.15, 3.88, 2.85, 2.17, 1.49, 0.89]	0.13272440286270362	[0.0, 0.202072594216369, 0.314655896708346, 0.239600361713695, 0.222279853638006, 0.18475208614068, 0.222279853638006, 0.147224318643355]			[0.0, 0.7, 1.09, 0.83, 0.77, 0.64, 0.77, 0.51]	[0.0, 0.476190476190476, 0.346031746031746, 0.213917525773196, 0.270175438596491, 0.294930875576037, 0.516778523489933, 0.573033707865168]			
Oh2012	1782	739	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	paraxanthine	concentration	µg/ml	/media/data/Oh2012_Fig3.png	0.529875	532.0	[0.002, 0.012, 0.031, 0.035, 0.033, 0.035, 0.037, 0.042, 0.045, 0.047, 0.051, 0.051, 0.048, 0.044]	0.036908999701516065	[0.009, 0.013, 0.014, 0.012, 0.01, 0.01, 0.011, 0.009, 0.008, 0.01, 0.01, 0.011, 0.012, 0.012]							
Oh2012	1782	740	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	paraxanthine	concentration	µg/ml	/media/data/Oh2012_Fig3.png	0.529875	532.0	[0.002, 0.012, 0.031, 0.035, 0.033, 0.035, 0.037, 0.042, 0.045, 0.047, 0.051, 0.051, 0.048, 0.044]	0.036908999701516065	[0.009, 0.013, 0.014, 0.012, 0.01, 0.01, 0.011, 0.009, 0.008, 0.01, 0.01, 0.011, 0.012, 0.012]							
Oh2012	1782	741	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	paraxanthine	concentration	µg/ml	/media/data/Oh2012_Fig3.png	0.529875	532.0	[0.002, 0.012, 0.031, 0.035, 0.033, 0.035, 0.037, 0.042, 0.045, 0.047, 0.051, 0.051, 0.048, 0.044]	0.036908999701516065	[0.009, 0.013, 0.014, 0.012, 0.01, 0.01, 0.011, 0.009, 0.008, 0.01, 0.01, 0.011, 0.012, 0.012]							
Oh2012	1782	742	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	paraxanthine	concentration	µg/ml	/media/data/Oh2012_Fig3.png	0.529875	532.0	[0.002, 0.012, 0.031, 0.035, 0.033, 0.035, 0.037, 0.042, 0.045, 0.047, 0.051, 0.051, 0.048, 0.044]	0.036908999701516065	[0.009, 0.013, 0.014, 0.012, 0.01, 0.01, 0.011, 0.009, 0.008, 0.01, 0.01, 0.011, 0.012, 0.012]							
Oh2012	1782	743	plasma	h	[0.0, 0.25, 0.5, 0.75, 1.0, 1.5, 2.0, 3.0, 4.0, 5.0, 6.0, 8.0, 10.0, 12.0]	paraxanthine	concentration	µg/ml	/media/data/Oh2012_Fig3.png	0.529875	532.0	[0.002, 0.012, 0.031, 0.035, 0.033, 0.035, 0.037, 0.042, 0.045, 0.047, 0.051, 0.051, 0.048, 0.044]	0.036908999701516065	[0.009, 0.013, 0.014, 0.012, 0.01, 0.01, 0.011, 0.009, 0.008, 0.01, 0.01, 0.011, 0.012, 0.012]							
Akinyinka2000	1569	597	plasma	h	[0.0, 0.2, 0.4, 0.7, 1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 12.0, 24.0, 36.0]	caffeine	concentration	µg/ml	/media/data/Akinyinka2000_Fig1.png	58.012	458.0	[0.0, 5.315, 4.64, 5.378, 4.724, 4.377, 3.28, 3.734, 3.07, 2.459, 1.743, 0.692, 0.347]	0.07514232232501904	[None, None, None, None, 0.250136162919319, 0.213453742061366, 0.140088900345459, 0.163489755030705, 0.183412104289766, 0.163489755030705, 0.143251178005628, 0.0866464078886136, 0.0534424924568456]			[None, None, None, None, 0.791, 0.675, 0.443, 0.517, 0.58, 0.517, 0.453, 0.274, 0.169]	[None, None, None, None, 0.167442845046571, 0.154215215901302, 0.135060975609756, 0.138457418318157, 0.188925081433225, 0.210248068320455, 0.259896729776248, 0.395953757225433, 0.487031700288184]			
Akinyinka2000	1571	597	plasma	h	[0.0, 0.2, 0.4, 0.7, 1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 12.0, 24.0, 36.0]	caffeine	concentration	µg/ml	/media/data/Akinyinka2000_Fig1.png	68.18755	459.0	[0.011, 2.953, 4.144, 4.376, 4.197, 4.029, 4.155, 3.818, 3.408, 2.86, 2.323, 1.019, 0.4]	0.06787523542086318	[None, None, None, 0.296621644523794, 0.286818583777272, 0.276699295264733, 0.266896234518211, 0.246657657493134, 0.246657657493134, 0.140088900345459, 0.200172175888658, 0.106568757147674, 0.0698863362897212]			[None, None, None, 0.938, 0.907, 0.875, 0.844, 0.78, 0.78, 0.443, 0.633, 0.337, 0.221]	[None, None, None, 0.214351005484461, 0.216106742911604, 0.217175477786051, 0.203128760529483, 0.204295442640126, 0.22887323943662, 0.154895104895105, 0.272492466637968, 0.33071638861629, 0.5525]			
Fery1993	2130	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	lactate	concentration	mmol/l	/media/data/Fery1993_Fig1.png	379.50000000000006	590.0	[0.98, 0.98, 1.06, 1.21, 1.52, 1.75, 1.77, 1.53, 1.29, 1.05, 0.97, 0.87, 0.82]	0.0041710053327774456	[None, None, None, None, None, None, None, None, None, None, None, None, None]							
Akinyinka2000	1573	597	plasma	h	[0.0, 0.2, 0.4, 0.7, 1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 12.0, 24.0, 36.0]	paraxanthine	concentration	µg/ml	/media/data/Akinyinka2000_Fig1.png	23.62275	458.0	[0.006, 0.183, 0.2, 0.284, 0.479, 0.667, 0.687, 0.998, 1.076, 1.032, 1.004, 0.466, 0.236]	0.05534786320333156	[None, 0.0284604989415154, 0.0256144490473639, 0.0294091822395659, 0.0578696811810813, 0.0689376529916707, 0.0717837028858222, 0.101825340657422, 0.0698863362897212, 0.0809543081003105, 0.0597670477771824, 0.0569209978830308, 0.0357337375599027]			[None, 0.09, 0.081, 0.093, 0.183, 0.218, 0.227, 0.322, 0.221, 0.256, 0.189, 0.18, 0.113]	[None, 0.491803278688525, 0.405, 0.327464788732394, 0.382045929018789, 0.326836581709145, 0.33042212518195, 0.322645290581162, 0.205390334572491, 0.248062015503876, 0.188247011952191, 0.386266094420601, 0.478813559322034]			
Akinyinka2000	1575	597	plasma	h	[0.0, 0.2, 0.4, 0.7, 1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 12.0, 24.0, 36.0]	paraxanthine	concentration	µg/ml	/media/data/Akinyinka2000_Fig1.png	20.30755	459.0	[0.0, 0.096, 0.177, 0.215, 0.264, 0.299, 0.51, 0.632, 0.719, 0.733, 0.836, 0.554, 0.213]	0.07965604341982158	[None, 0.0145464772367745, 0.0139140217047409, 0.0246657657493134, 0.0275118156434649, 0.0284604989415154, 0.033203915431768, 0.0540749479888793, 0.04300697617829, 0.046801709370492, 0.0569209978830308, 0.0439556594763405, 0.0265631323454144]			[None, 0.046, 0.044, 0.078, 0.087, 0.09, 0.105, 0.171, 0.136, 0.148, 0.18, 0.139, 0.084]	[None, 0.479166666666667, 0.248587570621469, 0.362790697674419, 0.329545454545455, 0.301003344481605, 0.205882352941176, 0.270569620253165, 0.189151599443672, 0.201909959072306, 0.215311004784689, 0.250902527075812, 0.394366197183099]			
Fery1993	2131	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	lactate	concentration	mmol/l	/media/data/Fery1993_Fig1.png	391.34999999999997	592.0	[1.13, 1.1, 1.21, 1.31, 1.59, 1.75, 1.55, 1.4, 1.29, 1.21, 1.02, 1.04, 1.0]	0.002552508846198488	[0.13, 0.1, 0.17, 0.17, 0.24, 0.27, 0.18, 0.17, 0.19, 0.17, 0.14, 0.17, 0.13]							
Kirchner2007	1862	766	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0]	codeine	concentration	µg/l	/media/data/Kirchheiner2007_Fig1a.png	218.86164999999997	563.0	[0.625, 42.1767, 43.7244, 36.5224, 32.1358, 25.8595, 20.2082, 11.4045, 7.9171, 5.3633, 3.4404, 0.6279]	0.18327485391282475	[None, 8.57344493193425, 6.12369540837438, 4.42832726894807, 3.2974185177058, 2.54364015626139, 2.35519556590029, 1.22633709180114, 0.4705084532136, 0.65925455491928, 0.564730748394151, 0.282365374197076]			[None, 28.4349, 20.31, 14.6871, 10.9363, 8.4363, 7.8113, 4.0673, 1.5605, 2.1865, 1.873, 0.9365]	[None, 0.674185035813613, 0.464500370502511, 0.402139508904125, 0.340315162529017, 0.32623600610994, 0.386541107075346, 0.356639922837476, 0.19710500056839, 0.407678108627151, 0.54441344029764, 1.4914795349578]			
Fery1993	2132	786	plasma	min	[0.0, 15.0, 30.0, 45.0, 60.0, 90.0, 120.0, 150.0, 180.0, 210.0, 240.0, 270.0, 300.0]	lactate	concentration	mmol/l	/media/data/Fery1993_Fig1.png	509.325	593.0	[1.28, 1.34, 1.39, 1.7, 1.91, 2.19, 2.12, 2.01, 1.77, 1.57, 1.41, 1.33, 1.22]	0.0032273774901030623	[0.14, 0.21, 0.25, 0.61, 0.45, 0.54, 0.16, 0.08, 0.08, 0.09, 0.01, 0.08, 0.05]							
Akinyinka2000	1577	597	plasma	h	[0.0, 0.2, 0.4, 0.7, 1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 12.0, 24.0, 36.0]	paraxanthine/caffeine	ratio	-	/media/data/Akinyinka2000_Fig1.png		458.0	[None, 0.034, 0.043, 0.053, 0.101, 0.153, 0.21, 0.267, 0.35, 0.42, 0.576, 0.674, 0.682]	-0.07154126349020896	[None, None, None, None, 0.0132815661727072, 0.0173925271309261, 0.0237170824512628, 0.0297254100055828, 0.0309903210696501, 0.04300697617829, 0.058502136713115, 0.117952956724281, 0.14704591119783]			[None, None, None, None, 0.042, 0.055, 0.075, 0.094, 0.098, 0.136, 0.185, 0.373, 0.465]	[None, None, None, None, 0.415841584158416, 0.359477124183007, 0.357142857142857, 0.352059925093633, 0.28, 0.323809523809524, 0.321180555555556, 0.553412462908012, 0.681818181818182]			
Akinyinka2000	1579	597	plasma	h	[0.0, 0.2, 0.4, 0.7, 1.0, 2.0, 3.0, 4.0, 6.0, 8.0, 12.0, 24.0, 36.0]	paraxanthine/caffeine	ratio	-	/media/data/Akinyinka2000_Fig1.png		459.0	[None, 0.032, 0.043, 0.049, 0.063, 0.074, 0.123, 0.166, 0.211, 0.256, 0.36, 0.543, 0.533]	-0.07339676449632085	[None, None, None, 0.0066407830863536, 0.00790569415042095, 0.00885437744847146, 0.0110679718105893, 0.0177087548969429, 0.0199223492590608, 0.0205548047910945, 0.0395284707521047, 0.0714674751198054, 0.114790679064112]			[None, None, None, 0.021, 0.025, 0.028, 0.035, 0.056, 0.063, 0.065, 0.125, 0.226, 0.363]	[None, None, None, 0.428571428571429, 0.396825396825397, 0.378378378378378, 0.284552845528455, 0.337349397590361, 0.298578199052133, 0.25390625, 0.347222222222222, 0.416206261510129, 0.681050656660413]			
Kirchner2007	1864	766	plasma	h	[0.0, 0.5, 1.0, 1.5, 2.0, 3.0, 4.0, 6.0, 8.0, 10.0, 12.0, 24.0]	codeine	concentration	µg/l	/media/data/Kirchheiner2007_Fig1a.png	217.43418326249997	562.0	[0.93747705, 39.04783, 43.098473, 37.461857, 28.696398, 22.734552, 22.711042, 12.036344, 7.914187, 4.739304, 3.4374158, 0.93845665]	0.16623094127657503	[None, 9.74254734691376, 6.67488329411506, 6.31348281021205, 7.39825064253517, 5.59237925219743, 3.06540141709374, 1.80134669627809, 1.98515885618053, 1.98515827883026, 1.2640539702603, None]			[None, 16.874587, 11.561237, 10.935273, 12.814146, 9.686285, 5.309431, 3.120024, 3.438396, 3.438395, 2.1894057, None]	[None, 0.432151722643742, 0.268251661723607, 0.291904189373207, 0.446541966695611, 0.426060078069715, 0.233781919825607, 0.259216918359927, 0.434459787215036, 0.725506319071324, 0.636933623217767, None]			
Fery1993	2133	786	plasma	min	[-15.0, 15.0, 45.0, 75.0, 105.0, 135.0, 165.0, 195.0, 225.0, 255.0, 285.0]	glucose	ra	mg/min	/media/data/Fery1993_Fig2.png	78197.25	590.0	[119.89, 417.8, 419.01, 333.41, 335.71, 273.19, 212.86, 167.91, 160.32, 154.94, 142.96]	0.004615039307177901	[None, None, None, None, None, None, None, None, None, None, None]							
