study	pk	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	cv	sd	time_unit	time	max	min	median
Park2003	9609	thalf	h	plasma	540	caffeine	930.0	6.42e+00										
Park2003	9610	thalf	h	plasma	540	caffeine	931.0	2.29e+00										
Park2003	9611	thalf	h	plasma	540	caffeine	932.0	5.75e+00										
Park2003	9612	thalf	h	plasma	540	caffeine	933.0	8.82e+00										
Park2003	9613	thalf	h	plasma	540	caffeine	934.0	3.26e+00										
Park2003	9614	thalf	h	plasma	540	caffeine	935.0	5.61e+00										
Park2003	9615	thalf	h	plasma	540	caffeine	936.0	1.02e+01										
Park2003	9616	thalf	h	plasma	540	caffeine	937.0	4.39e+01										
Park2003	9617	thalf	h	plasma	540	caffeine	938.0	2.63e+01										
Park2003	9618	thalf	h	plasma	540	caffeine	939.0	5.58e+01										
Park2003	9619	thalf	h	plasma	540	caffeine	940.0	9.03e+00										
Park2003	9620	thalf	h	plasma	540	caffeine	941.0	2.03e+01										
Seng2009	10158	clearance	l/h	plasma	550	caffeine			217.0	4.96e+00	6.70e-01	5.23e-01	2.60e+00					
Seng2009	10160	clearance	l/h/kg	plasma	550	caffeine			217.0	7.26e-02	8.68e-03	4.63e-01	3.36e-02					
Seng2009	10162	thalf	h	plasma	550	caffeine			217.0	4.86e+00	4.11e-01	3.27e-01	1.59e+00					
Seng2009	10164	vd	l	plasma	550	caffeine			217.0	4.02e+01	7.76e+00	7.47e-01	3.01e+01					
Seng2009	10166	vd	l/kg	plasma	550	caffeine			217.0	9.50e-01	1.19e-01	4.84e-01	4.60e-01					
Seng2009	10168	auc_end	mg*h/l	plasma	550	caffeine			217.0	5.09e+01	8.79e+00	6.69e-01	3.40e+01	h	24.0			
Seng2009	10170	clearance	l/h	plasma	552	caffeine			217.0	4.91e+00	8.11e-01	6.40e-01	3.14e+00					
Seng2009	10172	clearance	l/h/kg	plasma	552	caffeine			217.0	6.66e-02	1.38e-02	8.02e-01	5.34e-02					
Seng2009	10174	thalf	h	plasma	552	caffeine			217.0	5.56e+00	5.58e-01	3.88e-01	2.16e+00					
Seng2009	10176	vd	l	plasma	552	caffeine			217.0	4.74e+01	1.24e+01	1.02e+00	4.82e+01					
Seng2009	10178	vd	l/kg	plasma	552	caffeine			217.0	6.60e-01	1.81e-01	1.06e+00	7.00e-01					
Seng2009	10180	auc_end	mg*h/l	plasma	552	caffeine			217.0	7.26e+01	1.14e+01	6.07e-01	4.41e+01	h	24.0			
Seng2009	10182	clearance	l/h	plasma	550	caffeine			218.0	1.13e+01	1.14e+00	5.57e-01	6.27e+00					
Seng2009	10184	clearance	l/h/kg	plasma	550	caffeine			218.0	1.69e-01	1.93e-02	6.26e-01	1.06e-01					
Seng2009	10186	thalf	h	plasma	550	caffeine			218.0	4.21e+00	2.59e-01	3.37e-01	1.42e+00					
Seng2009	10188	vd	l	plasma	550	caffeine			218.0	4.93e+01	9.35e+00	1.04e+00	5.12e+01					
Seng2009	10190	vd	l/kg	plasma	550	caffeine			218.0	1.05e+00	1.55e-01	8.10e-01	8.50e-01					
Seng2009	10192	auc_end	mg*h/l	plasma	550	caffeine			218.0	2.31e+01	3.05e+00	7.24e-01	1.67e+01	h	24.0			
Seng2009	10194	clearance	l/h	plasma	552	caffeine			218.0	7.98e+00	5.59e-01	3.84e-01	3.06e+00					
Seng2009	10196	clearance	l/h/kg	plasma	552	caffeine			218.0	1.21e-01	9.86e-03	4.48e-01	5.40e-02					
Seng2009	10198	thalf	h	plasma	552	caffeine			218.0	5.12e+00	1.97e-01	2.11e-01	1.08e+00					
Seng2009	10200	vd	l	plasma	552	caffeine			218.0	4.88e+01	4.59e+00	5.15e-01	2.52e+01					
Seng2009	10202	vd	l/kg	plasma	552	caffeine			218.0	7.50e-01	7.85e-02	5.73e-01	4.30e-01					
Seng2009	10204	auc_end	mg*h/l	plasma	552	caffeine			218.0	4.61e+01	3.45e+00	4.11e-01	1.89e+01	h	24.0			
Seng2009	10206	clearance	l/h	plasma	550	caffeine			216.0	4.84e+00	6.90e-01	5.33e-01	2.58e+00					
Seng2009	10208	clearance	l/h/kg	plasma	550	caffeine			216.0	1.09e-01	1.07e-02	3.70e-01	4.02e-02					
Seng2009	10210	thalf	h	plasma	550	caffeine			216.0	4.79e+00	6.01e-01	4.70e-01	2.25e+00					
Seng2009	10212	vd	l	plasma	550	caffeine			216.0	5.12e+01	7.60e+00	5.55e-01	2.84e+01					
Seng2009	10214	vd	l/kg	plasma	550	caffeine			216.0	8.50e-01	1.28e-01	5.65e-01	4.80e-01					
Seng2009	10216	auc_end	mg*h/l	plasma	550	caffeine			216.0	4.66e+01	3.65e+00	2.93e-01	1.37e+01	h	24.0			
Seng2009	10218	clearance	l/h	plasma	552	caffeine			216.0	4.94e+00	9.06e-01	6.87e-01	3.39e+00					
Seng2009	10220	clearance	l/h/kg	plasma	552	caffeine			216.0	6.06e-02	1.23e-02	7.62e-01	4.62e-02					
Seng2009	10222	thalf	h	plasma	552	caffeine			216.0	5.12e+00	8.10e-01	5.92e-01	3.03e+00					
Seng2009	10224	vd	l	plasma	552	caffeine			216.0	4.42e+01	8.71e+00	7.37e-01	3.26e+01					
Seng2009	10226	vd	l/kg	plasma	552	caffeine			216.0	7.20e-01	1.50e-01	7.78e-01	5.60e-01					
Seng2009	10228	auc_end	mg*h/l	plasma	552	caffeine			216.0	6.58e+01	1.18e+01	6.68e-01	4.40e+01	h	24.0			
Parsons1978	9673	thalf	h	saliva	542	caffeine	942.0	3.00e+00										
Parsons1978	9674	thalf	h	saliva	542	caffeine	943.0	1.50e+00										
Parsons1978	9675	thalf	h	saliva	542	caffeine	944.0	2.30e+00										
Parsons1978	9676	thalf	h	saliva	542	caffeine	945.0	5.90e+00										
Parsons1978	9677	thalf	h	saliva	542	caffeine	946.0	4.40e+00										
Parsons1978	9678	thalf	h	saliva	542	caffeine	947.0	5.90e+00										
Parsons1978	9679	thalf	h	saliva	542	caffeine	948.0	3.80e+00										
Parsons1978	9680	thalf	h	saliva	542	caffeine	949.0	4.30e+00										
Parsons1978	9681	thalf	h	saliva	542	caffeine	950.0	1.60e+00										
Parsons1978	9682	thalf	h	saliva	542	caffeine	951.0	4.10e+00										
Parsons1978	9683	thalf	h	saliva	542	caffeine	952.0	4.00e+00										
Parsons1978	9684	thalf	h	saliva	542	caffeine	953.0	2.60e+00										
Parsons1978	9685	thalf	h	saliva	542	caffeine	954.0	2.60e+00										
Parsons1978	9686	kel	1/h	saliva	542	caffeine	942.0	2.28e-01										
Parsons1978	9687	kel	1/h	saliva	542	caffeine	943.0	4.61e-01										
Parsons1978	9688	kel	1/h	saliva	542	caffeine	944.0	2.95e-01										
Parsons1978	9689	kel	1/h	saliva	542	caffeine	945.0	1.17e-01										
Parsons1978	9690	kel	1/h	saliva	542	caffeine	946.0	1.57e-01										
Parsons1978	9691	kel	1/h	saliva	542	caffeine	947.0	1.17e-01										
Parsons1978	9692	kel	1/h	saliva	542	caffeine	948.0	1.81e-01										
Parsons1978	9693	kel	1/h	saliva	542	caffeine	949.0	1.62e-01										
Parsons1978	9694	kel	1/h	saliva	542	caffeine	950.0	4.20e-01										
Parsons1978	9695	kel	1/h	saliva	542	caffeine	951.0	1.70e-01										
Parsons1978	9696	kel	1/h	saliva	542	caffeine	952.0	1.72e-01										
Parsons1978	9697	kel	1/h	saliva	542	caffeine	953.0	2.50e-01										
Parsons1978	9698	kel	1/h	saliva	542	caffeine	954.0	2.63e-01										
Parsons1978	9699	vd	l/kg	saliva	542	caffeine	942.0	7.00e-01										
Parsons1978	9700	vd	l/kg	saliva	542	caffeine	943.0	4.82e-01										
Parsons1978	9701	vd	l/kg	saliva	542	caffeine	944.0	6.60e-01										
Parsons1978	9702	vd	l/kg	saliva	542	caffeine	945.0	9.00e-01										
Parsons1978	9703	vd	l/kg	saliva	542	caffeine	946.0	4.40e-01										
Parsons1978	9704	vd	l/kg	saliva	542	caffeine	947.0	9.66e-01										
Parsons1978	9705	vd	l/kg	saliva	542	caffeine	948.0	1.21e-01										
Parsons1978	9706	vd	l/kg	saliva	542	caffeine	949.0	8.54e-01										
Parsons1978	9707	vd	l/kg	saliva	542	caffeine	950.0	6.38e-01										
Parsons1978	9708	vd	l/kg	saliva	542	caffeine	951.0	4.83e-01										
Parsons1978	9709	vd	l/kg	saliva	542	caffeine	952.0	9.54e-01										
Parsons1978	9710	vd	l/kg	saliva	542	caffeine	953.0	7.43e-01										
Parsons1978	9711	vd	l/kg	saliva	542	caffeine	954.0	4.00e-01										
Parsons1978	9712	clearance	l/h/kg	saliva	542	caffeine	942.0	1.59e-01										
Parsons1978	9713	clearance	l/h/kg	saliva	542	caffeine	943.0	2.20e-01										
Parsons1978	9714	clearance	l/h/kg	saliva	542	caffeine	944.0	1.96e-01										
Parsons1978	9715	clearance	l/h/kg	saliva	542	caffeine	945.0	1.06e-01										
Parsons1978	9716	clearance	l/h/kg	saliva	542	caffeine	946.0	6.90e-02										
Parsons1978	9717	clearance	l/h/kg	saliva	542	caffeine	947.0	1.13e-01										
Parsons1978	9718	clearance	l/h/kg	saliva	542	caffeine	948.0	2.18e-01										
Parsons1978	9719	clearance	l/h/kg	saliva	542	caffeine	949.0	1.38e-01										
Parsons1978	9720	clearance	l/h/kg	saliva	542	caffeine	950.0	2.68e-01										
Parsons1978	9721	clearance	l/h/kg	saliva	542	caffeine	951.0	8.20e-02										
Parsons1978	9722	clearance	l/h/kg	saliva	542	caffeine	952.0	1.64e-01										
Parsons1978	9723	clearance	l/h/kg	saliva	542	caffeine	953.0	1.85e-01										
Parsons1978	9724	clearance	l/h/kg	saliva	542	caffeine	954.0	1.05e-01										
Parsons1978	9809	vd	l/kg	saliva	542	caffeine	961.0	2.88e-01										
Parsons1978	9810	vd	l/kg	saliva	542	caffeine	962.0	6.10e-01										
Parsons1978	9811	vd	l/kg	saliva	542	caffeine	963.0	6.82e-01										
Parsons1978	9812	vd	l/kg	saliva	542	caffeine	964.0	1.61e-01										
Parsons1978	9813	vd	l/kg	saliva	542	caffeine	965.0	7.84e-01										
Parsons1978	9814	vd	l/kg	saliva	542	caffeine	966.0	1.02e+00										
Parsons1978	9815	vd	l/kg	saliva	542	caffeine	967.0	7.30e-01										
Parsons1978	9816	clearance	l/h/kg	saliva	542	caffeine	955.0	6.10e-02										
Parsons1978	9817	clearance	l/h/kg	saliva	542	caffeine	956.0	2.70e-01										
Parsons1978	9818	clearance	l/h/kg	saliva	542	caffeine	957.0	5.20e-02										
Parsons1978	9819	clearance	l/h/kg	saliva	542	caffeine	958.0	7.00e-02										
Parsons1978	9820	clearance	l/h/kg	saliva	542	caffeine	959.0	3.60e-02										
Parsons1978	9821	clearance	l/h/kg	saliva	542	caffeine	960.0	7.00e-02										
Parsons1978	9822	clearance	l/h/kg	saliva	542	caffeine	961.0	2.10e-02										
Parsons1978	9823	clearance	l/h/kg	saliva	542	caffeine	962.0	6.30e-02										
Parsons1978	9824	clearance	l/h/kg	saliva	542	caffeine	963.0	1.10e-01										
Parsons1978	9825	clearance	l/h/kg	saliva	542	caffeine	964.0	1.45e-01										
Parsons1978	9826	clearance	l/h/kg	saliva	542	caffeine	965.0	7.60e-02										
Parsons1978	9827	clearance	l/h/kg	saliva	542	caffeine	966.0	1.17e-01										
Parsons1978	9828	clearance	l/h/kg	saliva	542	caffeine	967.0	1.35e-01										
Newton1981	9391	kel	1/h	plasma	524	caffeine			194.0	1.63e-01	3.31e-02	4.97e-01	8.10e-02					
Newton1981	9392	kel	1/h	plasma	526	caffeine			194.0	1.24e-01	1.39e-02	2.74e-01	3.40e-02					
Newton1981	9393	kel	1/h	plasma	527	caffeine			194.0	1.15e-01	8.16e-03	1.74e-01	2.00e-02					
Newton1981	9394	kel	1/h	plasma	528	caffeine			194.0	9.80e-02	1.10e-02	2.76e-01	2.70e-02					
Newton1981	9395	kel	1/h	saliva	524	caffeine			194.0	1.89e-01	2.00e-02	2.59e-01	4.90e-02					
Newton1981	9396	kel	1/h	saliva	526	caffeine			194.0	1.38e-01	1.51e-02	2.68e-01	3.70e-02					
Newton1981	9397	kel	1/h	saliva	527	caffeine			194.0	1.43e-01	1.92e-02	3.29e-01	4.70e-02					
Newton1981	9398	kel	1/h	saliva	528	caffeine			194.0	1.12e-01	1.31e-02	2.86e-01	3.20e-02					
Newton1981	9399	thalf	h	plasma	524	caffeine			194.0	5.70e+00						1.24e+01	2.70e+00	
Newton1981	9400	thalf	h	plasma	526	caffeine			194.0	6.00e+00						9.20e+00	4.20e+00	
Newton1981	9401	thalf	h	plasma	527	caffeine			194.0	5.70e+00						7.20e+00	3.60e+00	
Newton1981	9402	thalf	h	plasma	528	caffeine			194.0	7.50e+00						1.09e+01	5.00e+00	
Newton1981	9403	thalf	h	saliva	524	caffeine			194.0	3.70e+00						5.70e+00	2.80e+00	
Newton1981	9404	thalf	h	saliva	526	caffeine			194.0	5.40e+00						8.60e+00	3.90e+00	
Newton1981	9405	thalf	h	saliva	527	caffeine			194.0	4.90e+00						7.90e+00	3.30e+00	
Newton1981	9406	thalf	h	saliva	528	caffeine			194.0	6.80e+00						1.16e+01	4.40e+00	
Newton1981	9415	clearance	l/h/kg	plasma	524	caffeine			194.0	6.72e-02	7.35e-03	2.68e-01	1.80e-02					
Newton1981	9416	clearance	l/h/kg	plasma	526	caffeine			194.0	5.88e-02	8.33e-03	3.47e-01	2.04e-02					
Newton1981	9417	clearance	l/h/kg	plasma	527	caffeine			194.0	4.50e-02	4.65e-03	2.53e-01	1.14e-02					
Newton1981	9418	clearance	l/h/kg	plasma	528	caffeine			194.0	6.54e-02	1.37e-02	5.14e-01	3.36e-02					
Newton1981	9419	vd	l/kg	plasma	524	caffeine			194.0	3.50e-01	4.08e-02	2.86e-01	1.00e-01					
Newton1981	9420	vd	l/kg	plasma	526	caffeine			194.0	5.20e-01	2.86e-02	1.35e-01	7.00e-02					
Newton1981	9421	vd	l/kg	plasma	527	caffeine			194.0	4.40e-01	4.90e-02	2.73e-01	1.20e-01					
Newton1981	9422	vd	l/kg	plasma	528	caffeine			194.0	6.40e-01	5.72e-02	2.19e-01	1.40e-01					
Newton1981	9432	kel	1/h	plasma	526	caffeine			194.0	1.67e-01	3.43e-02	5.03e-01	8.40e-02					
Newton1981	9433	kel	1/h	plasma	526	caffeine			194.0	1.67e-01	3.27e-02	4.79e-01	8.00e-02					
Newton1981	9434	kel	1/h	plasma	526	caffeine			194.0	1.62e-01	2.25e-02	3.40e-01	5.50e-02					
Newton1981	9435	clearance	l/h/kg	plasma	526	caffeine			194.0	9.54e-02	2.23e-02	5.72e-01	5.46e-02					
Newton1981	9436	clearance	l/h/kg	plasma	526	caffeine			194.0	9.72e-02	1.98e-02	5.00e-01	4.86e-02					
Newton1981	9437	clearance	l/h/kg	plasma	526	caffeine			194.0	9.42e-02	1.62e-02	4.20e-01	3.96e-02					
Newton1981	9438	vd	l/kg	plasma	526	caffeine			194.0	5.55e-01	2.16e-02	9.55e-02	5.30e-02					
Newton1981	9439	vd	l/kg	plasma	526	caffeine			194.0	5.88e-01	1.84e-02	7.65e-02	4.50e-02					
Newton1981	9440	vd	l/kg	plasma	526	caffeine			194.0	5.67e-01	3.10e-02	1.34e-01	7.60e-02					
Parsons1978	9777	thalf	h	saliva	542	caffeine	955.0	4.20e+00										
Parsons1978	9778	thalf	h	saliva	542	caffeine	956.0	3.00e+00										
Parsons1978	9779	thalf	h	saliva	542	caffeine	957.0	7.60e+00										
Parsons1978	9780	thalf	h	saliva	542	caffeine	958.0	3.80e+00										
Parsons1978	9781	thalf	h	saliva	542	caffeine	959.0	6.40e+00										
Parsons1978	9782	thalf	h	saliva	542	caffeine	960.0	7.70e+00										
Parsons1978	9783	thalf	h	saliva	542	caffeine	961.0	9.40e+00										
Parsons1978	9784	thalf	h	saliva	542	caffeine	962.0	6.70e+00										
Parsons1978	9785	thalf	h	saliva	542	caffeine	963.0	4.20e+00										
Parsons1978	9786	thalf	h	saliva	542	caffeine	964.0	7.70e+00										
Parsons1978	9787	thalf	h	saliva	542	caffeine	965.0	7.10e+00										
Parsons1978	9788	thalf	h	saliva	542	caffeine	966.0	5.90e+00										
Parsons1978	9789	thalf	h	saliva	542	caffeine	967.0	3.70e+00										
Parsons1978	9790	kel	1/h	saliva	542	caffeine	955.0	1.67e-01										
Parsons1978	9791	kel	1/h	saliva	542	caffeine	956.0	2.34e-01										
Parsons1978	9792	kel	1/h	saliva	542	caffeine	957.0	9.10e-02										
Parsons1978	9793	kel	1/h	saliva	542	caffeine	958.0	1.83e-01										
Parsons1978	9794	kel	1/h	saliva	542	caffeine	959.0	1.09e-01										
Parsons1978	9795	kel	1/h	saliva	542	caffeine	960.0	9.00e-02										
Parsons1978	9796	kel	1/h	saliva	542	caffeine	961.0	7.40e-02										
Parsons1978	9797	kel	1/h	saliva	542	caffeine	962.0	1.03e-01										
Parsons1978	9798	kel	1/h	saliva	542	caffeine	963.0	1.62e-01										
Parsons1978	9799	kel	1/h	saliva	542	caffeine	964.0	9.00e-02										
Parsons1978	9800	kel	1/h	saliva	542	caffeine	965.0	9.70e-02										
Parsons1978	9801	kel	1/h	saliva	542	caffeine	966.0	1.17e-01										
Parsons1978	9802	kel	1/h	saliva	542	caffeine	967.0	1.85e-01										
Parsons1978	9803	vd	l/kg	saliva	542	caffeine	955.0	3.70e-01										
Parsons1978	9804	vd	l/kg	saliva	542	caffeine	956.0	1.16e-01										
Parsons1978	9805	vd	l/kg	saliva	542	caffeine	957.0	5.80e-01										
Parsons1978	9806	vd	l/kg	saliva	542	caffeine	958.0	3.86e-01										
Parsons1978	9807	vd	l/kg	saliva	542	caffeine	959.0	3.30e-01										
Parsons1978	9808	vd	l/kg	saliva	542	caffeine	960.0	7.86e-01										
Parsons1978	9841	thalf	h	saliva	542	caffeine			202.0	3.50e+00								
Parsons1978	9842	kel	1/h	saliva	542	caffeine			202.0	2.30e-01	8.04e-03	1.26e-01	2.90e-02					
Parsons1978	9843	vd	l/kg	saliva	542	caffeine			202.0	7.20e-01	1.86e-02	9.31e-02	6.70e-02					
Parsons1978	9844	clearance	l/h/kg	saliva	542	caffeine			202.0	1.55e-01	4.44e-03	1.03e-01	1.60e-02					
Parsons1978	9833	thalf	h	saliva	542	caffeine			201.0	6.00e+00								
Parsons1978	9834	kel	1/h	saliva	542	caffeine			201.0	1.30e-01	3.61e-03	1.00e-01	1.30e-02					
Parsons1978	9835	vd	l/kg	saliva	542	caffeine			201.0	6.10e-01	2.22e-02	1.31e-01	8.00e-02					
Parsons1978	9836	clearance	l/h/kg	saliva	542	caffeine			201.0	9.40e-02	4.99e-03	1.91e-01	1.80e-02					
Perera2011	9899	auc_inf	mg*h/l	saliva	546	caffeine			209.0	1.20e+01	9.49e-01	4.33e-01	5.20e+00	h	24.0			
Perera2011	9900	auc_end	mg*h/l	saliva	546	caffeine			209.0	1.09e+01	7.12e-01	3.58e-01	3.90e+00	h	24.0			
Perera2011	9901	clearance	l/h/kg	saliva	546	caffeine			209.0	1.21e-01	6.68e-03	3.03e-01	3.66e-02	h	24.0			
Perera2011	9902	thalf	h	saliva	546	caffeine			209.0	5.30e+00	3.29e-01	3.40e-01	1.80e+00	h	24.0			
Perera2011	9903	tmax	h	saliva	546	caffeine			209.0	5.00e-01				h	24.0			
Perera2011	9904	cmax	µg/ml	saliva	546	caffeine			209.0	1.50e+00	1.28e-01	4.67e-01	7.00e-01	h	24.0			
Perera2011	9887	auc_inf	mg*h/l	plasma	546	caffeine			209.0	1.55e+01	1.15e+00	4.06e-01	6.30e+00	h	24.0			
Perera2011	9888	auc_end	mg*h/l	plasma	546	caffeine			209.0	1.41e+01	9.13e-01	3.55e-01	5.00e+00	h	24.0			
Perera2011	9889	clearance	l/h/kg	plasma	546	caffeine			209.0	9.50e-02	5.86e-03	3.38e-01	3.21e-02	h	24.0			
Perera2011	9890	thalf	h	plasma	546	caffeine			209.0	5.50e+00	3.47e-01	3.45e-01	1.90e+00	h	24.0			
Perera2011	9891	tmax	h	plasma	546	caffeine			209.0	1.00e+00				h	24.0			
Perera2011	9892	cmax	µg/ml	plasma	546	caffeine			209.0	1.50e+00	9.13e-02	3.33e-01	5.00e-01	h	24.0			
Perera2011	9908	auc_end	mg*h/l	plasma	546	paraxanthine			209.0	9.70e+00	4.38e-01	2.47e-01	2.40e+00	h	24.0			
Perera2011	9909	tmax	h	plasma	546	paraxanthine			209.0	6.00e+00				h	24.0			
Perera2011	9910	cmax	µg/ml	plasma	546	paraxanthine			209.0	5.00e-01	1.83e-02	2.00e-01	1.00e-01	h	24.0			
Perera2011	9914	auc_end	mg*h/l	saliva	546	paraxanthine			209.0	7.40e+00	2.74e-01	2.03e-01	1.50e+00	h	24.0			
Perera2011	9915	tmax	h	saliva	546	paraxanthine			209.0	8.00e+00				h	24.0			
Perera2011	9916	cmax	µg/ml	saliva	546	paraxanthine			209.0	4.00e-01	1.83e-02	2.50e-01	1.00e-01	h	24.0			
Patwardhan1980	9863	thalf	h	plasma	544	caffeine			204.0	5.50e+00	7.21e-01	4.73e-01	2.60e+00					
Patwardhan1980	9864	thalf	h	plasma	544	caffeine			205.0	6.20e+00	5.33e-01	2.58e-01	1.60e+00					
Patwardhan1980	9865	thalf	h	plasma	544	caffeine			206.0	1.07e+01	1.00e+00	2.80e-01	3.00e+00					
Patwardhan1980	9866	vd	l/kg	plasma	544	caffeine			204.0	5.40e-01	4.99e-02	3.33e-01	1.80e-01					
Patwardhan1980	9867	vd	l/kg	plasma	544	caffeine			205.0	6.90e-01	5.33e-02	2.32e-01	1.60e-01					
Patwardhan1980	9868	vd	l/kg	plasma	544	caffeine			206.0	7.20e-01	8.00e-02	3.33e-01	2.40e-01					
Patwardhan1980	9869	vd	l/kg	plasma	544	caffeine			204.0	5.40e-01	3.61e-02	2.41e-01	1.30e-01					
Patwardhan1980	9870	vd	l/kg	plasma	544	caffeine			205.0	7.00e-01	4.67e-02	2.00e-01	1.40e-01					
Patwardhan1980	9871	vd	l/kg	plasma	544	caffeine			206.0	7.50e-01	9.33e-02	3.73e-01	2.80e-01					
Patwardhan1980	9872	clearance	l/h/kg	plasma	544	caffeine			204.0	7.80e-02	2.16e-02	1.00e+00	7.80e-02					
Patwardhan1980	9873	clearance	l/h/kg	plasma	544	caffeine			205.0	7.80e-02	2.60e-02	1.00e+00	7.80e-02					
Patwardhan1980	9874	clearance	l/h/kg	plasma	544	caffeine			206.0	4.74e-02	1.58e-02	1.00e+00	4.74e-02					
Patwardhan1980	9875	plasma_binding	-	plasma	544	caffeine			204.0	3.14e-01	5.27e-03	6.05e-02	1.90e-02					
Patwardhan1980	9876	plasma_binding	-	plasma	544	caffeine			205.0	3.15e-01	1.50e-02	1.43e-01	4.50e-02					
Patwardhan1980	9877	plasma_binding	-	plasma	544	caffeine			206.0	2.93e-01	7.23e-03	7.39e-02	2.17e-02					
Patwardhan1980	9878	clearance_unbound	l/h/kg	plasma	544	caffeine			204.0	1.08e-01	9.98e-03	3.33e-01	3.60e-02					
Patwardhan1980	9879	clearance_unbound	l/h/kg	plasma	544	caffeine			205.0	1.18e-01	1.14e-02	2.89e-01	3.42e-02					
Patwardhan1980	9880	clearance_unbound	l/h/kg	plasma	544	caffeine			206.0	6.72e-02	5.60e-03	2.50e-01	1.68e-02					
Spigset1999a	10233	auc_inf	µmol*h/l	plasma	554	caffeine			219.0							2.68e+02	1.31e+02	1.69e+02
Spigset1999a	10234	clearance	l/h	plasma	554	caffeine			219.0							7.86e+00	3.84e+00	6.06e+00
Spigset1999a	10235	cmax	µmol/l	plasma	554	caffeine			219.0							3.01e+01	1.77e+01	2.44e+01
Spigset1999a	10236	thalf	h	plasma	554	caffeine			219.0							8.00e+00	2.70e+00	5.90e+00
Spigset1999a	10241	auc_inf	µmol*h/l	saliva	554	caffeine			219.0							1.72e+02	8.70e+01	1.30e+02
Spigset1999a	10242	clearance	l/h	saliva	554	caffeine			219.0							1.18e+01	5.94e+00	7.02e+00
Spigset1999a	10243	cmax	µmol/l	saliva	554	caffeine			219.0							2.29e+01	1.39e+01	1.79e+01
Spigset1999a	10244	thalf	h	saliva	554	caffeine			219.0							9.70e+00	4.10e+00	6.80e+00
Stille1987	10677	cmax	µg/ml	plasma	556	caffeine	1004.0	3.61e+00										
Stille1987	10678	cmax	µg/ml	plasma	556	caffeine	1005.0	3.34e+00										
Stille1987	10679	cmax	µg/ml	plasma	556	caffeine	1006.0	5.81e+00										
Stille1987	10680	cmax	µg/ml	plasma	556	caffeine	1007.0	4.45e+00										
Stille1987	10681	cmax	µg/ml	plasma	556	caffeine	1008.0	4.21e+00										
Stille1987	10682	cmax	µg/ml	plasma	556	caffeine	1009.0	5.81e+00										
Stille1987	10683	cmax	µg/ml	plasma	556	caffeine	1010.0	3.63e+00										
Stille1987	10684	cmax	µg/ml	plasma	556	caffeine	1011.0	3.75e+00										
Stille1987	10685	cmax	µg/ml	plasma	556	caffeine	1012.0	3.59e+00										
Stille1987	10686	cmax	µg/ml	plasma	556	caffeine	1013.0	3.51e+00										
Stille1987	10687	cmax	µg/ml	plasma	556	caffeine	1014.0	3.47e+00										
Stille1987	10688	cmax	µg/ml	plasma	556	caffeine	1015.0	3.92e+00										
Stille1987	10701	cmax	µg/ml	plasma	556	caffeine	1004.0	4.83e+00										
Stille1987	10702	cmax	µg/ml	plasma	556	caffeine	1005.0	4.22e+00										
Stille1987	10703	cmax	µg/ml	plasma	556	caffeine	1006.0	5.31e+00										
Stille1987	10704	cmax	µg/ml	plasma	556	caffeine	1007.0	3.53e+00										
Stille1987	10705	cmax	µg/ml	plasma	556	caffeine	1008.0	4.84e+00										
Stille1987	10706	cmax	µg/ml	plasma	556	caffeine	1009.0	6.69e+00										
Stille1987	10707	cmax	µg/ml	plasma	556	caffeine	1010.0	3.19e+00										
Stille1987	10708	cmax	µg/ml	plasma	556	caffeine	1011.0	3.62e+00										
Stille1987	10709	cmax	µg/ml	plasma	556	caffeine	1012.0	3.31e+00										
Stille1987	10710	cmax	µg/ml	plasma	556	caffeine	1013.0	3.73e+00										
Stille1987	10711	cmax	µg/ml	plasma	556	caffeine	1014.0	6.98e+00										
Stille1987	10712	cmax	µg/ml	plasma	556	caffeine	1015.0	3.58e+00										
Stille1987	10725	cmax	µg/ml	plasma	556	caffeine	1004.0	4.30e+00										
Stille1987	10726	cmax	µg/ml	plasma	556	caffeine	1005.0	3.42e+00										
Stille1987	10727	cmax	µg/ml	plasma	556	caffeine	1006.0	3.58e+00										
Stille1987	10728	cmax	µg/ml	plasma	556	caffeine	1007.0	3.42e+00										
Stille1987	10729	cmax	µg/ml	plasma	556	caffeine	1008.0	4.97e+00										
Stille1987	10730	cmax	µg/ml	plasma	556	caffeine	1009.0	5.44e+00										
Stille1987	10731	cmax	µg/ml	plasma	556	caffeine	1010.0	3.69e+00										
Stille1987	10732	cmax	µg/ml	plasma	556	caffeine	1011.0	3.18e+00										
Stille1987	10733	cmax	µg/ml	plasma	556	caffeine	1012.0	3.75e+00										
Stille1987	10734	cmax	µg/ml	plasma	556	caffeine	1013.0	3.61e+00										
Stille1987	10735	cmax	µg/ml	plasma	556	caffeine	1014.0	4.13e+00										
Stille1987	10736	cmax	µg/ml	plasma	556	caffeine	1015.0	3.28e+00										
Test243	11619	auc_inf	mg*h/l	plasma	582	caffeine	1016.0	3.11e+00										
Test243	11620	auc_inf	mg*h/l	plasma	582	caffeine	1017.0	6.36e+00										
Test243	11621	auc_inf	mg*h/l	plasma	582	caffeine	1018.0	3.88e+00										
Test243	11622	auc_inf	mg*h/l	plasma	582	caffeine	1019.0	5.01e+00										
Test243	11623	auc_inf	mg*h/l	plasma	582	caffeine	1020.0	4.08e+00										
