	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median	category	route	unit_intervention	substance_name_intervention	value_intervention	time_unit_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	study	subject_pk	subject_name	('general', 'group_count')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('smoking', 'choice')	('smoking', 'count')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'unit')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('disease', 'choice')	('disease', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'mean')	('fasted', 'min')	('fasted', 'unit')	('phenotype', 'choice')	('phenotype', 'count')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'cv')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'min')	('alcohol abstinence', 'unit')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('HbA1c', 'count')	('HbA1c', 'cv')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('consumption', 'choice')	('consumption', 'count')	('consumption', 'cv')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'min')	('consumption', 'sd')	('consumption', 'se')	('consumption', 'unit')	('obesity index', 'count')	('obesity index', 'cv')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'sd')	('obesity index', 'se')	('obesity index', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'max')	('disease duration', 'mean')	('disease duration', 'min')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('CYP2D6 genotype', 'choice')	('CYP2D6 genotype', 'count')	('triglyceride', 'count')	('triglyceride', 'cv')	('triglyceride', 'mean')	('triglyceride', 'se')	('triglyceride', 'unit')	('LDL-H', 'count')	('LDL-H', 'cv')	('LDL-H', 'mean')	('LDL-H', 'se')	('LDL-H', 'unit')	('LDL-C', 'count')	('LDL-C', 'cv')	('LDL-C', 'mean')	('LDL-C', 'se')	('LDL-C', 'unit')	('cholesterol', 'count')	('cholesterol', 'cv')	('cholesterol', 'mean')	('cholesterol', 'se')	('cholesterol', 'unit')	('body surface area', 'count')	('body surface area', 'cv')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('obese', 'choice')	('obese', 'count')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('genetics', 'choice')	('genetics', 'count')	('caffeine', 'choice')	('caffeine', 'count')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('medication type', 'choice')	('medication type', 'count')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('fat weight', 'count')	('fat weight', 'cv')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')
1024	saliva	codeine	concentration	µg/ml	630			237.0	['0.00e+00', '4.20e-01', '1.06e+00', '1.42e+00', '5.86e-01', '1.16e-01', '7.48e-02', '1.66e-02']	[None, '9.56e-02', '1.95e-01', '2.54e-01', '1.08e-01', None, None, None]	[None, '9.39e-01', '7.63e-01', '7.35e-01', '7.60e-01', None, None, None]	h	['1.55e-01', '6.71e-01', '1.14e+00', '2.22e+00', '4.13e+00', '8.11e+00', '1.16e+01', '2.38e+01']		/media/data/Kim2002_Fig1A.png	6.003010862660607	0.1935579408829371				dosing	oral	mg/kg	codeine	8400.0	h	0.0							Kim2002	237	all_17	17	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	0.138	43.0	34.8		23.0		1.1	yr	19.0	0.19	106.0	78.0		56.6		3.4	kg			drug	19		2.00e+01	day	N	19			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																																					
1025	saliva/plasma	codeine	ratio	-	628			239.0	3.4	0.6	0.66	h									dosing	oral	mg/kg	codeine	4200.0	h	0.0							Kim2002	239	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	0.138	43.0	34.8		23.0		1.1	yr	19.0	0.19	106.0	78.0		56.6		3.4	kg			drug	19		2.00e+01	day	N	19			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																																					
1026	plasma	codeine	cmax	µg/ml	630			239.0	0.474	0.077	0.607	h									dosing	oral	mg/kg	codeine	8400.0	h	0.0							Kim2002	239	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	0.138	43.0	34.8		23.0		1.1	yr	19.0	0.19	106.0	78.0		56.6		3.4	kg			drug	19		2.00e+01	day	N	19			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																																					
1027	plasma	codeine	tmax	h	630			239.0	1.2	0.18	0.561	h									dosing	oral	mg/kg	codeine	8400.0	h	0.0							Kim2002	239	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	0.138	43.0	34.8		23.0		1.1	yr	19.0	0.19	106.0	78.0		56.6		3.4	kg			drug	19		2.00e+01	day	N	19			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																																					
1028	plasma	codeine	thalf	h	630			239.0	2.4	0.18	0.281	h									dosing	oral	mg/kg	codeine	8400.0	h	0.0							Kim2002	239	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	0.138	43.0	34.8		23.0		1.1	yr	19.0	0.19	106.0	78.0		56.6		3.4	kg			drug	19		2.00e+01	day	N	19			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																																					
1029	plasma	codeine	auc_end	mg*h/l	630			239.0	1.8	0.222	0.461	h	24.0								dosing	oral	mg/kg	codeine	8400.0	h	0.0							Kim2002	239	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	0.138	43.0	34.8		23.0		1.1	yr	19.0	0.19	106.0	78.0		56.6		3.4	kg			drug	19		2.00e+01	day	N	19			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																																					
1030	plasma	codeine	concentration	µg/ml	630			239.0	['0.00e+00', '3.28e-01', '3.99e-01', '3.20e-01', '1.83e-01', '6.65e-02', '3.33e-02', '1.66e-02']	[None, None, None, None, None, None, None, None]	[None, None, None, None, None, None, None, None]	h	['2.58e-01', '6.71e-01', '1.19e+00', '2.17e+00', '4.13e+00', '8.16e+00', '1.17e+01', '2.38e+01']		/media/data/Kim2002_Fig1A.png	2.0831900749656893	0.1426005300677664				dosing	oral	mg/kg	codeine	8400.0	h	0.0							Kim2002	239	all_14	14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)	19.0	0.138	43.0	34.8		23.0		1.1	yr	19.0	0.19	106.0	78.0		56.6		3.4	kg			drug	19		2.00e+01	day	N	19			('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																																					
1031	plasma	codeine	vd	l	648			251.0	116.0	8.05	0.155			18.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1032	plasma	codeine	clearance	l/h	648			251.0	48.0	1.79	0.0833			4.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1033	plasma	codeine	fraction_absorbed	-	648			251.0	0.47	0.0179	0.0851			0.04							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1034	plasma	codeine	clearance_intrinsic	l/h	648			251.0	367.0	51.9	0.316			116.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1035	plasma	codeine	vd_unbound	l	648			251.0	251.0	22.4	0.19899999999999998			50.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1036	plasma	codeine	clearance_unbound	l/h	648			251.0	104.0	7.6	0.163			17.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1037	plasma	codeine	thalf	h	648			251.0	1.7	0.0894	0.11800000000000001			0.2							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1038	plasma	codeine	kel	1/h	648			251.0	0.42	0.0224	0.11900000000000001			0.05							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1039	plasma	codeine	mrt	h	648			251.0	3.7	0.134	0.0811			0.3							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1040	plasma	codeine	aumc_inf	mg*h^2/l	648			251.0	2160000.0	189000.0	0.195			422000.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1041	plasma	codeine	auc_inf	mg*h/l	648			251.0	590000.0	30900.0	0.11699999999999999			69000.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1042	plasma	codeine	cmax	µg/ml	648			251.0	0.172	0.0112	0.145			0.025							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1043	plasma	codeine	tmax	h	648			251.0	1.0	0.179	0.4			0.4							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1044	plasma	codeine	concentration	µg/ml	648			251.0	['1.59e-03', '1.46e-02', '1.06e-01', '1.43e-01', '1.25e-01', '1.06e-01', '8.57e-02', '6.59e-02', '5.06e-02', '3.18e-02', '2.22e-02', '9.91e-03', '5.34e-03', None, None]	['1.82e-04', '2.27e-03', '1.97e-02', '1.18e-02', '7.70e-03', '5.73e-03', '1.19e-02', '1.22e-02', '1.14e-02', None, '5.10e-03', '2.89e-03', '1.56e-03', None, None]	['2.56e-01', '3.47e-01', '4.16e-01', '1.84e-01', '1.38e-01', '1.21e-01', '3.10e-01', '4.16e-01', '5.05e-01', None, '5.14e-01', '6.52e-01', '6.52e-01', None, None]	h	['2.35e-01', '3.29e-01', '4.72e-01', '7.57e-01', '1.50e+00', '2.04e+00', '3.04e+00', '4.01e+00', '5.01e+00', '6.01e+00', '7.99e+00', '9.98e+00', '1.20e+01', None, None]	['4.07e-04', '5.08e-03', '4.41e-02', '2.63e-02', '1.72e-02', '1.28e-02', '2.65e-02', '2.74e-02', '2.56e-02', None, '1.14e-02', '6.46e-03', '3.48e-03', None, None]	/media/data/Mohammed1993_Fig1.png						dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1045	plasma	codeine	concentration_unbound	µg/ml	648			251.0	['4.45e-01', '5.76e-01', '5.42e-01', '4.90e-01', '4.62e-01', '4.98e-01', '4.16e-01', '3.38e-01', '1.96e-01']	['2.03e-02', '5.14e-02', '4.30e-02', '3.10e-02', '6.45e-02', '1.33e-01', None, None, None]	['1.02e-01', '1.99e-01', '1.78e-01', '1.42e-01', '3.12e-01', '5.96e-01', None, None, None]	h	['4.89e-01', '8.12e-01', '1.02e+00', '1.96e+00', '2.96e+00', '4.01e+00', '5.05e+00', '5.96e+00', '7.94e+00']	['4.54e-02', '1.15e-01', '9.63e-02', '6.94e-02', '1.44e-01', '2.97e-01', None, None, None]	/media/data/Mohammed1993_Fig2.png	3.0918544370450003	0.12749793532751796				dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	251	sickle cell	5	homo sapiens	10	N	5.0			5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr	5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg										Y	10.0														sickle cell	5.0																																																																																																																																																																								
1046	plasma	codeine	vd	l	648			252.0	173.0	13.9	0.179			31.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1047	plasma	codeine	clearance	l/h	648			252.0	42.0	3.13	0.16699999999999998			7.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1048	plasma	codeine	fraction_absorbed	-	648			252.0	0.53	0.0358	0.151			0.08							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1049	plasma	codeine	clearance_intrinsic	l/h	648			252.0	117.0	16.1	0.308			36.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1050	plasma	codeine	vd_unbound	l	648			252.0	338.0	49.2	0.325			110.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1051	plasma	codeine	clearance_unbound	l/h	648			252.0	83.0	12.1	0.325			27.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1052	plasma	codeine	thalf	h	648			252.0	2.8	0.134	0.107			0.3							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1053	plasma	codeine	kel	1/h	648			252.0	0.25	0.0134	0.12			0.03							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1054	plasma	codeine	mrt	h	648			252.0	4.7	0.134	0.0638			0.3							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1055	plasma	codeine	aumc_inf	mg*h^2/l	648			252.0	3670000.0	544000.0	0.332			1220000.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1056	plasma	codeine	auc_inf	mg*h/l	648			252.0	779000.0	105000.0	0.3			234000.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1057	plasma	codeine	cmax	µg/ml	648			252.0	0.225	0.0434	0.431			0.097							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1058	plasma	codeine	tmax	h	648			252.0	1.4	0.447	0.7140000000000001			1.0							dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1059	plasma	codeine	concentration	µg/ml	648			252.0	['1.65e-03', '1.36e-02', '4.21e-02', '1.43e-01', '1.99e-01', '1.59e-01', '1.30e-01', '1.18e-01', '9.58e-02', '7.64e-02', '6.44e-02', '4.51e-02', '3.46e-02', '2.32e-02', '1.23e-02']	[None, '3.34e-02', None, '4.54e-02', '4.73e-02', '3.78e-02', '1.18e-02', None, '1.59e-02', '1.27e-02', '1.37e-02', '7.47e-03', '6.52e-03', '2.83e-03', '2.17e-03']	[None, '5.49e+00', None, '7.11e-01', '5.31e-01', '5.32e-01', '2.04e-01', None, '3.70e-01', '3.70e-01', '4.76e-01', '3.70e-01', '4.22e-01', '2.72e-01', '3.96e-01']	h	['2.35e-01', '3.03e-01', '3.37e-01', '4.75e-01', '8.11e-01', '1.12e+00', '1.53e+00', '2.01e+00', '2.99e+00', '4.09e+00', '5.12e+00', '5.99e+00', '7.99e+00', '1.00e+01', '1.20e+01']	[None, '7.47e-02', None, '1.01e-01', '1.06e-01', '8.46e-02', '2.64e-02', None, '3.55e-02', '2.83e-02', '3.07e-02', '1.67e-02', '1.46e-02', '6.32e-03', '4.86e-03']	/media/data/Mohammed1993_Fig1.png	0.7389840558499999	0.226825178873512				dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1060	plasma	codeine	concentration_unbound	µg/ml	648			252.0	['5.39e-01', '5.47e-01', '6.99e-01', '6.13e-01', '6.15e-01', '6.01e-01', None, None, None]	[None, None, '3.11e-02', None, '1.67e-02', '1.56e-02', None, None, None]	[None, None, '9.93e-02', None, '6.08e-02', '5.79e-02', None, None, None]	h	['4.83e-01', '5.19e-01', '7.49e-01', '1.99e+00', '4.02e+00', '5.00e+00', None, None, None]	[None, None, '6.94e-02', None, '3.74e-02', '3.48e-02', None, None, None]	/media/data/Mohammed1993_Fig2.png						dosing	oral	mg	codeine	60.0	h	0.0							Mohammed1993	252	healthy	5	homo sapiens	10	Y	5.0			5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr	5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg										Y	10.0																																																																																																																																																																																							
1061	plasma	morphine	auc_inf	mg*h/l	640			247.0	39900.0	3020.0	0.33799999999999997			13500.0							dosing	oral	mg	codeine	30.0	h	0.0	tablet						Lia2009	247	all	20	homo sapiens	20	Y	20.0	M	20																														asian	20																																																																																																																																																																																					
1062	plasma	morphine	auc_end	mg*h/l	640			247.0	32000.0	2260.0	0.316	h	12.0	10100.0							dosing	oral	mg	codeine	30.0	h	0.0	tablet						Lia2009	247	all	20	homo sapiens	20	Y	20.0	M	20																														asian	20																																																																																																																																																																																					
1063	plasma	morphine	kel	1/h	640			247.0	0.15	0.00671	0.2			0.03							dosing	oral	mg	codeine	30.0	h	0.0	tablet						Lia2009	247	all	20	homo sapiens	20	Y	20.0	M	20																														asian	20																																																																																																																																																																																					
1064	plasma	morphine	thalf	h	640			247.0	4.92	0.253	0.23			1.13							dosing	oral	mg	codeine	30.0	h	0.0	tablet						Lia2009	247	all	20	homo sapiens	20	Y	20.0	M	20																														asian	20																																																																																																																																																																																					
1065	plasma	morphine	tmax	h	640			247.0	0.88	0.0648	0.33			0.29							dosing	oral	mg	codeine	30.0	h	0.0	tablet						Lia2009	247	all	20	homo sapiens	20	Y	20.0	M	20																														asian	20																																																																																																																																																																																					
1066	plasma	morphine	cmax	µg/ml	640			247.0	0.0065	0.000449	0.309			0.00201							dosing	oral	mg	codeine	30.0	h	0.0	tablet						Lia2009	247	all	20	homo sapiens	20	Y	20.0	M	20																														asian	20																																																																																																																																																																																					
1067	plasma	codeine	auc_inf	mg*h/l	640			247.0	161000.0	8180.0	0.22699999999999998			36600.0							dosing	oral	mg	codeine	30.0	h	0.0	tablet						Lia2009	247	all	20	homo sapiens	20	Y	20.0	M	20																														asian	20																																																																																																																																																																																					
1068	plasma	codeine	auc_end	mg*h/l	640			247.0	150000.0	7650.0	0.22699999999999998	h	12.0	34200.0							dosing	oral	mg	codeine	30.0	h	0.0	tablet						Lia2009	247	all	20	homo sapiens	20	Y	20.0	M	20																														asian	20																																																																																																																																																																																					
1069	plasma	codeine	kel	1/h	640			247.0	0.25	0.00894	0.16			0.04							dosing	oral	mg	codeine	30.0	h	0.0	tablet						Lia2009	247	all	20	homo sapiens	20	Y	20.0	M	20																														asian	20																																																																																																																																																																																					
1070	plasma	codeine	thalf	h	640			247.0	2.88	0.107	0.16699999999999998			0.48							dosing	oral	mg	codeine	30.0	h	0.0	tablet						Lia2009	247	all	20	homo sapiens	20	Y	20.0	M	20																														asian	20																																																																																																																																																																																					
1071	plasma	codeine	tmax	h	640			247.0	0.91	0.0693	0.341			0.31							dosing	oral	mg	codeine	30.0	h	0.0	tablet						Lia2009	247	all	20	homo sapiens	20	Y	20.0	M	20																														asian	20																																																																																																																																																																																					
1072	plasma	codeine	cmax	µg/ml	640			247.0	0.0425	0.00405	0.426			0.0181							dosing	oral	mg	codeine	30.0	h	0.0	tablet						Lia2009	247	all	20	homo sapiens	20	Y	20.0	M	20																														asian	20																																																																																																																																																																																					
